name,artist,artist_followers,artist_popularity,song_popularity,album,release_date,genre,danceability,energy,valence,tempo,duration(min)
Dönsen Bile,Ferdi Özbeğen,274.779,61,73,Sizin Seçtikleriniz,01-01-1986,other,"0,634","0,604","0,483","118,0",3:23
Bir Derdim Var,mor ve ötesi,2.607.858,63,68,Dünya Yalan Söylüyor,16-04-2004,alt-rock,"0,544","0,865","0,517","125,0",3:24
Olsun,Sertab Erener,2.310.274,68,67,Kırık Kalpler Albümü,03-06-2016,pop-rock,"0,582","0,744","0,506","135,0",4:47
Bana Sor,Ferdi Tayfur,1.399.340,60,7,Hoşçakal,16-10-1990,other,"0,573","0,628","0,528","123,0",6:01
Sultan-ı Yegah,Nur Yoldas,19.607,42,58,Sultan-ı Yegah,11-06-1998,other,"0,592","0,682","0,547","114,0",3:13
Biri Vardı,Pera,786.489,55,60,En Güzel Mevsimim,29-01-2016,pop-rock,"0,621","0,838","0,521","129,0",4:10
Ne Güzel Güldün,Pinhani,2.397.918,61,60,Zaman Beklemez,18-04-2008,indie-pop,"0,676","0,657","0,501","118,0",4:44
Düşler Sokağı,Feridun Düzağaç,837.070,49,42,Uzun Uzun,01-01-2004,huzunlu-pop,"0,585","0,535","0,327","119,0",4:27
Begonvil,Dorukhan,687,11,27,Begonvil,10-06-2022,other,"0,624","0,736","0,495","123,0",3:08
Dön Ne Olur (Live),Melike Şahin,1.849.859,65,0,Harbiye 2022 (Live),24-03-2023,huzunlu-pop,"0,583","0,537","0,333","116,0",4:45
Ben Seni Ararım,Hakan Yılmaz,6.160,32,15,Gül Ayini,16-12-2024,other,"0,64","0,606","0,477","119,0",4:03
Geçmedi Zamanla,Egemen Akkol,8.268,33,28,Geçmedi Zamanla,26-01-2024,other,"0,578","0,633","0,462","118,0",2:45
Son Durağın,Kahraman Deniz,1.108.044,61,68,Son Durağın,21-01-2022,huzunlu-pop,"0,564","0,501","0,274","110,0",3:56
Koparılan Çiçekler,Sertab Erener,2.310.274,68,56,Rengarenk,02-06-2010,pop-rock,"0,567","0,871","0,558","137,0",4:27
Paranoya,Melis Fis,273.889,50,29,MELODRAM,24-11-2023,other,"0,587","0,702","0,47","120,0",3:20
Bazen Neşe Bazen Keder,İlhan İrem,193.824,46,20,Bir Meleğe Aşık Oldum - The Best Of İlhan İrem 4,28-10-2016,other,"0,669","0,69","0,517","125,0",2:43
Mahşer,Gökhan Türkmen,1.514.692,67,65,Mahşer,08-04-2022,pop-rock,"0,624","0,849","0,507","128,0",4:31
Gel Barışalım Artık,Sertab Erener,2.310.274,68,53,Lâ'l,14-10-1994,pop-rock,"0,572","0,777","0,505","142,0",3:39
Emret Öleyim,Sibel Can,1.728.559,61,51,Daha Yolun Başındayım,12-11-1999,arabesk,"0,618","0,624","0,399","103,0",4:26
Bu Saatten Sonra,İkilem,357.546,55,63,Bu Saatten Sonra,10-12-2021,other,"0,661","0,664","0,482","118,0",3:51
Bekle Dedi Gitti - Çizik,Kaan Tangöze,387.895,49,62,Gölge Etme,22-09-2015,klasik-rock,"0,486","0,747","0,6","134,0",4:37
Öyle Dertli,Duman,7.441.445,67,57,Darmaduman,12-09-2013,alt-rock,"0,51","0,801","0,53","132,0",5:01
Haydi Söyle,Kalben,1.219.649,63,62,Kalben,05-02-2016,other,"0,579","0,607","0,463","124,0",2:46
Seni Unutmaya Ömrüm Yeter mi,Ümit Besen,731.704,53,66,Başka,17-06-2016,other,"0,649","0,659","0,458","120,0",3:44
Ben Ne Yangınlar Gordüm,Zakkum,1.223.721,56,59,Her Gün Sonbahar,25-09-2013,huzunlu-pop,"0,6","0,524","0,347","121,0",3:53
Ölürüm Hasretinle,Seksendört,1.466.688,60,63,Seksendört,01-01-2005,pop-rock,"0,541","0,841","0,562","136,0",4:47
Kendime Yalan Söyledim,Seksendört,1.466.688,60,4,Akiyor Zaman,01-01-2011,pop-rock,"0,567","0,83","0,493","134,0",4:27
Anason,Zakkum,1.223.721,56,61,13,10-02-2011,huzunlu-pop,"0,545","0,584","0,335","111,0",4:35
Haydi Gel İçelim,Yüksek Sadakat,1.425.388,57,62,Katil & Maktül,01-01-2008,klasik-rock,"0,48","0,735","0,64","134,0",4:10
Cevapsız Sorular,maNga,2.732.574,59,64,Şehr-i Hüzün,09-11-2009,alt-rock,"0,5","0,859","0,483","126,0",4:32
Bir Kadın Çizeceksin,maNga,2.732.574,59,57,maNga +,27-01-2004,alt-rock,"0,546","0,846","0,503","132,0",3:59
Cambaz,mor ve ötesi,2.607.858,63,67,Dünya Yalan Söylüyor,16-04-2004,alt-rock,"0,47","0,815","0,412","139,0",3:50
Dünyanın Sonuna Doğmuşum,maNga,2.732.574,59,60,Şehr-i Hüzün,09-11-2009,alt-rock,"0,558","0,886","0,447","125,0",4:20
We Could Be The Same - Istanbul,maNga,2.732.574,59,54,We Could Be The Same,16-04-2010,alt-rock,"0,558","0,903","0,42","132,0",3:03
Beni Aşka İnandır,Kolpa,1.040.755,57,65,Yatağın Soğuk Tarafı,01-01-2011,pop-rock,"0,547","0,846","0,572","129,0",4:13
Yalnızlığın Çaresini Bulmuşlar,Gripin,1.634.823,61,64,Yalnızlığın Çaresini Bulmuşlar,07-11-2012,pop-rock,"0,588","0,817","0,512","141,0",3:46
Aşk Nerden Nereye,Gripin,1.634.823,61,68,Yalnızlığın Çaresini Bulmuşlar,07-11-2012,pop-rock,"0,582","0,77","0,545","139,0",4:57
Işıkları Söndürseler Bile,maNga,2.732.574,59,2,Işıkları Söndürseler Bile,14-04-2014,alt-rock,"0,49","0,814","0,529","134,0",4:28
Alaz Alaz,Buray,2.083.364,63,58,Başka Hikayeler,26-02-2021,pop,"0,734","0,722","0,635","116,0",2:59
Dünyadan Uzak,Sakiler,522.782,57,54,Dünyadan Uzak,18-12-2020,other,"0,604","0,682","0,478","118,0",3:38
Kusura Bakma,Tuğkan,1.424.833,57,63,Kusura Bakma,30-10-2020,huzunlu-pop,"0,507","0,538","0,257","121,0",2:35
Daha Mutlu Olamam,mor ve ötesi,2.607.858,63,62,Gül Kendine,01-01-2001,alt-rock,"0,556","0,78","0,439","135,0",3:40
Seni Dert Etmeler,Madrigal,1.598.773,61,68,Seni Dert Etmeler,27-03-2020,indie-pop,"0,601","0,629","0,602","125,0",3:08
Sen Varsın Diye,Yüzyüzeyken Konuşuruz,2.944.163,65,66,Sen Varsın Diye,02-07-2021,indie-pop,"0,627","0,72","0,587","119,0",3:46
Barbar,Kaan Boşnak,1.145.308,56,60,Barbar,25-12-2020,indie-pop,"0,59","0,67","0,541","123,0",3:00
Beyaz Skandalım,Emir Can İğrek,3.212.805,66,63,Ağır Roman,07-11-2018,huzunlu-pop,"0,573","0,544","0,348","109,0",3:35
Kendime Yalan Söyledim,Seksendört,1.466.688,60,4,Akiyor Zaman,01-01-2011,pop-rock,"0,58","0,788","0,583","131,0",4:27
Mecbursun,Sertab Erener,2.310.274,68,62,Lâ'l,14-10-1994,pop-rock,"0,559","0,803","0,531","131,0",3:53
İyileşiyorum,Sertab Erener,2.310.274,68,62,Sade,13-04-2013,pop-rock,"0,565","0,869","0,533","141,0",4:17
İstanbul,Sertab Erener,2.310.274,68,52,Rengarenk,02-06-2010,pop-rock,"0,595","0,747","0,6","140,0",3:33
Vazgeçtim Ben Bugün,Gripin,1.634.823,61,57,Yalnızlığın Çaresini Bulmuşlar,07-11-2012,pop-rock,"0,637","0,87","0,582","130,0",4:04
Dursun Zaman (feat. Göksel),maNga,2.732.574,59,62,maNga +,27-01-2004,alt-rock,"0,519","0,8","0,458","125,0",4:55
Beni Benimle Bırak,maNga,2.732.574,59,55,Şehr-i Hüzün,09-11-2009,alt-rock,"0,508","0,908","0,442","137,0",3:29
Sokak Lambası,yirmi7,270.647,51,63,Sokak Lambası,20-06-2016,pop-rock,"0,586","0,799","0,595","143,0",4:12
Evleniyormuşsun Bugün,Bağzıları,507.388,47,61,Gece Lambası,25-05-2018,alt-rock,"0,526","0,871","0,429","129,0",4:18
ıslak kum,Contra,1.201.329,55,57,ıslak kum,13-11-2020,alt-rap,"0,797","0,641","0,415","129,0",3:06
Hayir Olamaz,Seksendört,1.466.688,60,1,Akiyor Zaman,01-01-2011,pop-rock,"0,546","0,822","0,54","141,0",3:24
Aşk Yok Olmaktır,Mabel Matiz,5.450.427,67,66,Yaşım Çocuk,28-12-2012,indie-pop,"0,596","0,745","0,5","119,0",3:43
Aman Aman,Duman,7.441.445,67,65,Seni Kendime Sakladım,04-07-2005,alt-rock,"0,53","0,865","0,438","126,0",4:05
Kırmış Kalbini,Duman,7.441.445,67,58,Belki Alışman Lazım,16-10-2002,alt-rock,"0,559","0,804","0,481","134,0",4:39
Haberin Yok Ölüyorum,Duman,7.441.445,67,60,Belki Alışman Lazım,16-10-2002,alt-rock,"0,512","0,852","0,473","139,0",6:01
Sen Ağlama,Badem,349.595,47,60,Badem,19-05-2003,other,"0,59","0,7","0,479","120,0",3:41
Belki Üstümüzden Bir Kuş Geçer,Yüksek Sadakat,1.425.388,57,65,Yüksek Sadakat,21-04-2005,klasik-rock,"0,497","0,752","0,568","132,0",4:29
Dibine Kadar,Duman,7.441.445,67,62,Duman 1,06-07-2010,alt-rock,"0,477","0,834","0,53","140,0",3:48
Yıldızlara Bak,Yaşlı Amca,1.675.746,57,61,Yaşlı Amca,10-01-2020,alt-rock,"0,477","0,8","0,442","139,0",4:00
Hoşçakal,emre aydın,1.161.537,61,62,Kağıt Evler,01-11-2010,huzunlu-pop,"0,588","0,573","0,274","110,0",3:46
Anlayamazsın,Seksendört,1.466.688,60,2,Anlayamazsın,12-06-2018,pop-rock,"0,623","0,838","0,553","143,0",4:02
Düşler Sokağı,Feridun Düzağaç,837.070,49,57,Orjinal Alt Yazılı,11-03-2013,huzunlu-pop,"0,565","0,451","0,328","112,0",4:29
Hayalet Sevgilim,Irem,64.663,52,68,Hayalet Sevgilim,15-02-2006,other,"0,636","0,731","0,466","116,0",4:48
Bu Akşam Ölürüm,Murat Kekilli,226.189,46,3,Vay Be,05-04-2000,other,"0,581","0,677","0,483","124,0",4:10
Cesaretin Var mı Aşka,Gülay Sezer,76.432,48,64,Adı Yok,24-11-2004,other,"0,642","0,629","0,526","118,0",3:34
Yanarım,Sertab Erener,2.310.274,68,59,Sertab Erener,24-03-1999,pop-rock,"0,589","0,867","0,582","128,0",3:15
Açık Adres - Akustik,Sertab Erener,2.310.274,68,40,Rengarenk,02-06-2010,pop-rock,"0,582","0,779","0,48","139,0",4:32
Gittiğinde,Göksel,1.782.533,63,62,Sen Orda Yoksun,01-01-2015,pop,"0,754","0,687","0,709","121,0",3:27
Dünya'm,Ozbi,568.113,56,0,Dünya'm 20:24,07-08-2020,other,"0,613","0,601","0,459","128,0",2:59
Sensiz Sabah Olmuyor,Ayçin Asan,70.146,48,39,Çiçek Gibi,01-11-2019,other,"0,66","0,676","0,55","123,0",3:32
Öyle Kolaysa,Mabel Matiz,5.450.427,67,62,Maya,20-06-2018,indie-pop,"0,595","0,628","0,527","130,0",4:40
Ölüyorum,Hayko Cepkin,867.937,61,63,Tanışma Bitti,22-05-2007,other,"0,65","0,72","0,558","117,0",3:41
Kafile,Yüksek Sadakat,1.425.388,57,62,Yüksek Sadakat,21-04-2005,klasik-rock,"0,455","0,724","0,624","134,0",4:18
Bu Son Olsun,Cem Karaca,2.015.501,57,54,Bu Son Olsun,04-03-2015,klasik-rock,"0,471","0,797","0,549","135,0",2:46
Sensiz Ben,Pera,786.489,55,61,Giz,10-12-2013,pop-rock,"0,626","0,877","0,577","141,0",4:30
Hele Bi Gel,Pinhani,2.397.918,61,61,İnandığın Masallar,06-03-2006,indie-pop,"0,582","0,713","0,53","131,0",3:51
Nalan,Emir Can İğrek,3.212.805,66,61,Nalan,06-09-2019,huzunlu-pop,"0,58","0,571","0,327","111,0",3:19
Dile Kolay Kalbe Değil,Zakkum,1.223.721,56,47,Bir Gece Yarası,05-02-2016,huzunlu-pop,"0,579","0,465","0,335","121,0",5:07
Dönsen Bile,Emir Can İğrek,3.212.805,66,44,Dönsen Bile,20-06-2019,huzunlu-pop,"0,522","0,564","0,285","112,0",4:24
Yalan,Leyla The Band,67.809,47,0,Yalan,07-11-2017,other,"0,65","0,632","0,453","117,0",4:19
Islak Islak,Barış Akarsu,994.237,53,8,Islak Islak,31-12-2004,other,"0,603","0,721","0,566","118,0",4:46
Kimdir O,Barış Akarsu,994.237,53,0,Islak Islak,31-12-2004,other,"0,634","0,656","0,568","123,0",4:13
Kerkük Zindanı,Cem Karaca,2.015.501,57,52,Bindik Bir Alamete,01-01-1999,klasik-rock,"0,524","0,726","0,646","123,0",3:21
Aldırma Gönül,Hayko Cepkin,867.937,61,48,"Beni Büyüten Şarkılar, Vol.1",29-12-2015,other,"0,666","0,637","0,463","121,0",3:28
Bak,Pilli Bebek,510.768,58,69,Olsun,17-05-2007,klasik-rock,"0,503","0,754","0,603","128,0",4:35
Yeni Bir Gün,Kurtalan Ekspres,26.636,33,0,Göğe Selam,01-01-2011,other,"0,609","0,681","0,481","125,0",8:56
Bu Aşk Fazla Sana,Şebnem Ferah,2.560.933,71,75,Kadın,01-01-2013,klasik-rock,"0,43","0,84","0,595","132,0",4:28
Madalyonun Ters Yüzü,3 Hürel,124.728,39,36,3 Hürel (Türk Pop Tarihi),01-01-1999,other,"0,644","0,694","0,494","115,0",3:00
Dinleyiverin Gari,Moğollar,229.734,38,47,Moğollar Best Of / 1968-2000,03-03-2000,other,"0,636","0,646","0,488","128,0",4:26
Aman Aman,Sattas,50.571,41,36,Bir Ben Miyim,10-03-2017,funk-rock,"0,672","0,772","0,667","117,0",4:12
Birden Geldin Aklıma,Tuna Kiremitçi,148.698,54,62,Tuna Kiremitçi ve Arkadaşları,06-01-2017,other,"0,61","0,641","0,465","121,0",3:36
Böyle Sever,Kahraman Deniz,1.108.044,61,71,19,14-12-2018,huzunlu-pop,"0,594","0,545","0,338","117,0",4:04
Seni Yazdım,Müslüm Gürses,9.481.605,69,15,Küskünüm,22-05-1986,arabesk,"0,56","0,657","0,32","102,0",4:36
İnsan Dertli Olunca,Bergen,1.772.697,55,56,Yıllar Affetmez,01-01-1998,other,"0,613","0,681","0,529","121,0",4:34
Gel Bahtımın Kar Beyazı,Müslüm Gürses,9.481.605,69,8,Dünya Yalan,11-05-2001,arabesk,"0,574","0,61","0,377","111,0",4:55
Gönül Sayfam,Arap Şükrü,170.470,49,0,Bu Şehir Beni Boğuyor,30-04-2020,other,"0,65","0,624","0,46","122,0",8:25
Bir Ömür Yetmez,Müslüm Gürses,9.481.605,69,65,Aşk Tesadüfleri Sever (Mucize ve Buluşma),01-01-2006,arabesk,"0,593","0,627","0,418","109,0",4:02
Yokluğunda,Leyla The Band,67.809,47,64,Yokluğunda,01-01-2012,other,"0,637","0,631","0,474","114,0",4:10
Olmadı Yar,Müslüm Gürses,9.481.605,69,4,Dünya Yalan,11-05-2001,arabesk,"0,554","0,647","0,422","98,0",4:03
Kül,Cem Adrian,3.757.762,63,62,Kül,16-01-2021,other,"0,611","0,688","0,473","125,0",4:54
Aslan Gibi,Sıla,2.350.187,65,58,Vaveyla,01-12-2012,huzunlu-pop,"0,549","0,484","0,309","107,0",3:54
Vaziyetler,Sıla,2.350.187,65,57,Yeni Ay,04-03-2014,huzunlu-pop,"0,575","0,558","0,243","114,0",3:16
Acısa da Öldürmez,Sıla,2.350.187,65,64,Konuşmadığımız Şeyler Var,29-11-2010,huzunlu-pop,"0,518","0,584","0,292","108,0",3:24
Yine Yeni Yeniden - Yeniden Sev,maNga,2.732.574,59,1,Yine Yeni Yeniden (Yeniden Sev),01-01-2015,alt-rock,"0,495","0,889","0,465","137,0",3:35
Yıldızların Altında,Kargo,452.624,49,64,Yıldızların Altında,14-07-2005,other,"0,637","0,738","0,521","129,0",2:57
Gökyüzünde,Zakkum,1.223.721,56,57,Her Gün Sonbahar,25-09-2013,huzunlu-pop,"0,589","0,536","0,316","115,0",3:51
Benimle Kayboldun,Kaan Boşnak,1.145.308,56,66,Demos,16-06-2018,indie-pop,"0,663","0,687","0,598","128,0",3:09
Elleri Ellerime,Duman,7.441.445,67,56,Duman 2,06-07-2010,alt-rock,"0,517","0,806","0,44","134,0",4:16
Beni Al,Pinhani,2.397.918,61,56,İnandığın Masallar,06-03-2006,indie-pop,"0,657","0,683","0,565","120,0",3:36
Sevmekten Usanmam,Pinhani,2.397.918,61,61,Zaman Beklemez,18-04-2008,indie-pop,"0,588","0,65","0,523","121,0",3:52
Dön Bak Dünyaya,Pinhani,2.397.918,61,55,İnandığın Masallar,06-03-2006,indie-pop,"0,634","0,629","0,518","127,0",6:33
Sevdim Seni Bir Kere,Teoman,2.632.299,64,43,"Konserler, Vol. 2",13-01-2012,klasik-rock,"0,501","0,719","0,579","129,0",5:47
Zor Değil,Mabel Matiz,5.450.427,67,59,Yaşım Çocuk,28-12-2012,indie-pop,"0,622","0,639","0,54","130,0",4:32
Sultan Süleyman,Mabel Matiz,5.450.427,67,47,Aysel'in,25-06-2013,indie-pop,"0,638","0,707","0,593","128,0",5:17
Senden Daha Güzel,Duman,7.441.445,67,62,Duman 2,06-07-2010,alt-rock,"0,508","0,771","0,452","136,0",3:59
Kafama Göre,Athena,1.115.823,54,56,Altüst,11-10-2014,funk-rock,"0,685","0,863","0,68","122,0",3:13
Koca Yaşlı Şişko Dünya,Adamlar,2.217.051,62,61,Eski Dostum Tankla Gelmiş,08-09-2014,alt-rock,"0,525","0,854","0,436","128,0",3:53
Yaz Yaz Yaz,mor ve ötesi,2.607.858,63,52,Kayıtlar 2005-2016,20-12-2016,alt-rock,"0,514","0,774","0,45","135,0",5:00
Tutamıyorum Zamanı,Kenan Doğulu,1.248.329,66,0,Ex Aşkım,25-07-2001,pop,"0,73","0,673","0,676","114,0",3:57
Tavla,Mirkelam,315.338,48,52,Mirkelam,22-05-1995,pop-rock,"0,602","0,744","0,527","136,0",4:31
Ellerimde Çiçekler,Arda VR.,5.688,0,0,Ellerimde Çiçekler,01-04-2022,other,"0,573","0,69","0,466","121,0",3:08
Antidepresan Gülümsemesi - Pazarlık,Model,1.759.049,64,62,Levla'nın Hikayesi (Bonus Edition),01-01-2013,pop-rock,"0,545","0,793","0,505","132,0",4:15
Ben Nası Büyük Adam Olucam,Pinhani,2.397.918,61,51,İnandığın Masallar,06-03-2006,indie-pop,"0,656","0,663","0,58","129,0",4:27
Hikayem Bitmedi,Can Bonomo,775.072,57,58,Bulunmam Gerek,01-01-2014,indie-pop,"0,605","0,621","0,492","125,0",3:04
Köprüaltı,Duman,7.441.445,67,63,Eski Köprünün Altında,05-11-1999,alt-rock,"0,57","0,819","0,488","136,0",4:51
Bikinisinde Astronomi - Bonus Trek,Son Feci Bisiklet,1.218.395,56,61,Son Feci EP,04-02-2014,other,"0,635","0,706","0,564","117,0",3:01
Elfida,Haluk Levent,1.614.063,55,60,Akşam Üstü,01-01-2006,other,"0,572","0,621","0,465","125,0",5:33
Haykıracak Nefesim Kalmasa Bile,maNga,2.732.574,59,50,"Kimler Geldi Kimler Geçti, Vol. 1 (Fikret Şeneş Şarkıları)",04-10-2019,alt-rock,"0,526","0,801","0,494","136,0",3:27
Neredesin Sen,Neşet Ertaş,3.250.952,55,56,Acem Kızı,21-06-2007,other,"0,587","0,685","0,54","116,0",3:56
Adaletin Bu mu Dünya,Selda Bağcan,1.503.496,59,54,Özgürlük ve Demokrasiyi Çizmek,03-02-1993,klasik-rock,"0,512","0,845","0,543","120,0",3:03
Gesi Bağları,Selda Bağcan,1.503.496,59,50,Türkülerimiz 1,01-01-1995,klasik-rock,"0,461","0,805","0,645","126,0",3:31
Ah Bu Şarkıların Gözü Kör Olsun,Zeki Müren,831.664,52,53,Zirvedeki Şarkılar,22-11-1989,other,"0,642","0,611","0,533","124,0",5:28
Fikrimin İnce Gülü,Müzeyyen Senar,287.278,47,48,Son Aşkımı Canlandıran,01-01-1987,other,"0,58","0,708","0,552","124,0",3:02
Mihriban,Musa Eroğlu,992.207,56,43,Bir Nefes Anadolu,29-09-2000,other,"0,582","0,738","0,544","120,0",4:19
Gitme Sana Muhtacım,Zeki Müren,831.664,52,0,Sev Beni,22-12-1989,other,"0,613","0,652","0,511","119,0",4:31
Ben de Özledim,Ferdi Tayfur,1.399.340,60,52,Ben de Özledim,01-01-1982,other,"0,655","0,715","0,463","129,0",4:03
Nikah Masası,Ümit Besen,731.704,53,55,Nostalji,05-06-1998,other,"0,634","0,716","0,535","121,0",4:49
Unutamadım - Kaç Kadeh Kırıldı,Müslüm Gürses,9.481.605,69,13,Küskünüm,22-05-1986,arabesk,"0,603","0,715","0,352","110,0",4:29
Mutlu Ol Yeter,Müslüm Gürses,9.481.605,69,56,Mutlu Ol Yeter (Remastered),01-01-1981,arabesk,"0,584","0,648","0,372","109,0",4:25
Her Şeyi Yak,Duman,7.441.445,67,68,Belki Alışman Lazım,16-10-2002,alt-rock,"0,497","0,889","0,51","125,0",4:30
Sen Ona Aşıksın - Kabullenme,Model,1.759.049,64,66,Levla'nın Hikayesi (Bonus Edition),01-01-2013,pop-rock,"0,628","0,774","0,536","137,0",3:49
Dinle Beni Bi',Yüzyüzeyken Konuşuruz,2.944.163,65,67,Akustik Travma,23-02-2018,indie-pop,"0,618","0,614","0,592","119,0",2:24
Uzunlar - V1,Evdeki Saat,478.427,51,63,Uzunlar,14-02-2020,indie-pop,"0,601","0,722","0,531","130,0",4:42
Bırakma Kendini,Kaan Boşnak,1.145.308,56,63,Bırakma Kendini,09-04-2020,indie-pop,"0,65","0,649","0,491","131,0",4:00
Kendine İyi Bak,Ahmet Kaya,7.305.043,71,66,Sevgi Duvarı,01-01-1990,other,"0,579","0,701","0,509","126,0",4:27
Kum Gibi,Ahmet Kaya,7.305.043,71,66,Şarkılarım Dağlara,05-05-1994,other,"0,639","0,69","0,509","127,0",4:30
Yürek,Duman,7.441.445,67,64,Darmaduman,12-09-2013,alt-rock,"0,479","0,801","0,493","129,0",4:11
Pembe Mezarlık,Model,1.759.049,64,63,Diğer Masallar,16-02-2011,pop-rock,"0,598","0,806","0,544","134,0",4:15
Oyunbozan,mor ve ötesi,2.607.858,63,64,Güneşi Beklerken,17-12-2012,alt-rock,"0,545","0,816","0,494","128,0",4:37
Vurgunum,Murat Göğebakan,330.518,56,59,Aşkın Gözyaşları,01-03-2012,other,"0,595","0,617","0,473","116,0",3:54
Yaralı,Murat Göğebakan,330.518,56,56,Yaralı,27-04-2004,other,"0,624","0,707","0,472","117,0",3:07
Raf,Deeperise,334.906,55,64,Raf,05-05-2017,other,"0,618","0,701","0,567","122,0",4:07
Benden Bu Kadar,Patron,1.259.904,56,52,Benden Bu Kadar,13-09-2019,other,"0,598","0,614","0,473","118,0",3:32
Siyah,Patron,1.259.904,56,52,Siyah,12-06-2020,other,"0,588","0,602","0,514","118,0",3:45
Sevdik de noldu sanki,Patron,1.259.904,56,30,EL PATRON,09-04-2021,other,"0,667","0,677","0,534","116,0",2:45
Felaket,Ezhel,7.019.237,70,63,Felaket,01-02-2019,trap,"0,747","0,599","0,495","143,0",3:14
Mekanın Sahibi,Norm Ender,2.087.990,64,54,Mekanın Sahibi,19-07-2019,old-rap,"0,807","0,682","0,542","88,0",3:11
