name,artist,artist_followers,artist_popularity,song_popularity,album,release_date,genre,danceability,energy,valence,tempo,duration(min)
Kazıdık Tırnaklarla,Ezhel,7.019.237,70,53,Kazıdık Tırnaklarla,15-06-2018,trap,"0,754","0,597","0,489","140,0",2:52
Neyim Var Ki (feat. Sagopa K),Ceza,5.152.899,63,66,Rapstar,01-07-2004,old-rap,"0,767","0,708","0,526","89,0",3:26
Holocaust,Ceza,5.152.899,63,60,Rapstar,01-07-2004,old-rap,"0,816","0,663","0,639","89,0",3:27
Yerli Plaka,Ceza,5.152.899,63,62,Yerli Plaka,13-02-2007,old-rap,"0,836","0,705","0,615","91,0",4:34
Fark Var,Ceza,5.152.899,63,56,Yerli Plaka,13-02-2007,old-rap,"0,812","0,683","0,573","101,0",4:15
Ay Tenli Kadın,Ufuk Beydemir,752.540,54,64,Sevda Gibi,23-03-2018,alt-rock,"0,569","0,813","0,485","134,0",3:17
Unutmak İstiyorum,Ufuk Çalışkan,63.878,37,51,Unutmak İstiyorum,25-06-2011,other,"0,644","0,733","0,475","117,0",4:00
Bir Ateşe Attın Beni,Kamuran Akkor,611.216,59,67,Sev Yeter,30-07-2004,other,"0,636","0,622","0,471","115,0",4:39
Yediverenim,Funda Arar,1.323.564,63,65,Hoşgeldin,01-01-2014,other,"0,57","0,663","0,521","119,0",3:25
Sözler Şerefsiz Oldu,Norm Ender,2.087.990,64,64,İçinde Patlar,01-01-2010,old-rap,"0,783","0,719","0,604","94,0",3:23
Çıktık Yine Yollara,Norm Ender,2.087.990,64,54,İçinde Patlar,01-01-2010,old-rap,"0,829","0,749","0,615","97,0",4:00
Tutamıyorum Zamanı,Müslüm Gürses,9.481.605,69,70,Sandık,01-01-2009,arabesk,"0,596","0,711","0,371","106,0",4:27
Elbet Birgün Buluşacağız,Zeki Müren,831.664,52,52,Dünden Bugüne 5,15-03-1991,other,"0,635","0,727","0,549","115,0",5:08
Duydum Ki Unutmuşsun,Emel Sayın,228.262,46,52,"Assolistler-Solistler Geçidi, Vol. 1",10-10-2006,other,"0,587","0,643","0,54","123,0",3:41
Serseri,Teoman,2.632.299,64,60,Eski Bir Rüya Uğruna...,01-01-2015,klasik-rock,"0,459","0,727","0,613","131,0",3:41
Arsız Gönül,Athena,1.115.823,54,54,Pis,01-01-2010,funk-rock,"0,694","0,8","0,689","111,0",4:20
Mor Yazma,Umut Kaya,138.020,48,63,Umut Kaya,27-11-2008,alt-rock,"0,474","0,83","0,449","128,0",3:19
Affet,Müslüm Gürses,9.481.605,69,68,Aşk Tesadüfleri Sever (Mucize ve Buluşma),01-01-2006,arabesk,"0,539","0,715","0,42","106,0",4:39
İstanbul Beyefendisi,Yaşlı Amca,1.675.746,57,50,Akşamüstü,01-09-2017,alt-rock,"0,565","0,91","0,491","128,0",3:53
Love Me Back,Can Bonomo,775.072,57,44,Love Me Back,07-10-2013,indie-pop,"0,584","0,716","0,546","126,0",3:01
Küllenen Aşk,Cengiz Kurtoğlu,1.502.994,60,62,Unutulan...,20-09-2002,arabesk,"0,622","0,605","0,39","107,0",5:06
"Her Akşam Votka, Rakı Ve Şarap / Sarhoş",Dario Moreno,57.936,41,55,Dario Moreno'suz 40 Yıl,04-03-2008,other,"0,619","0,613","0,492","119,0",3:04
Mutlu Ol Yeter,İbrahim Tatlıses,2.952.144,67,63,Klasikleri,23-06-1995,other,"0,637","0,72","0,49","125,0",4:23
Sen Affetsen,Bergen,1.772.697,55,64,Acıların Kadını,18-06-1998,other,"0,599","0,732","0,548","123,0",4:25
Unutama Beni,Esmeray,159.591,47,64,En İyileriyle Esmeray,01-01-1975,other,"0,615","0,644","0,489","130,0",4:07
Benim İçin Üzülme,Bergen,1.772.697,55,57,Acıların Kadını,18-06-1998,other,"0,61","0,672","0,569","125,0",5:02
Seni Kalbimden Kovdum,Bergen,1.772.697,55,54,Yıllar Affetmez,01-01-1998,other,"0,624","0,658","0,473","120,0",5:19
Gamzedeyim Deva Bulmam,Dedublüman,2.312.951,69,63,Gamzedeyim Deva Bulmam,01-02-2020,huzunlu-pop,"0,576","0,538","0,321","110,0",5:16
Terlemeden Sevişenler,Teoman,2.632.299,64,39,Renkli Rüyalar Oteli,05-01-2006,klasik-rock,"0,485","0,84","0,583","131,0",4:35
Kor,Emir Can İğrek,3.212.805,66,62,Kor,08-10-2021,huzunlu-pop,"0,512","0,586","0,303","111,0",2:59
Çözemezsin,Dedublüman,2.312.951,69,67,Çözemezsin,02-04-2021,huzunlu-pop,"0,516","0,527","0,296","108,0",4:37
Felfena,Emir Can İğrek,3.212.805,66,46,Felfena,04-03-2022,huzunlu-pop,"0,599","0,578","0,285","109,0",2:29
Dünyanın En Güzel Kızı,Mavi Gri,1.681.202,61,51,Dünyanın En Güzel Kızı,17-12-2021,huzunlu-pop,"0,583","0,52","0,316","115,0",3:37
Seni Kendime Sakladım,Duman,7.441.445,67,65,Seni Kendime Sakladım,04-07-2005,alt-rock,"0,497","0,887","0,528","128,0",4:02
Değmesin Ellerimiz,Model,1.759.049,64,69,Diğer Masallar,16-02-2011,pop-rock,"0,595","0,794","0,591","135,0",4:27
Bir Sevmek Bin Defa Ölmek Demekmiş,Barış Akarsu,994.237,53,0,Ayrılık Zamansız Gelir,29-11-2007,other,"0,658","0,721","0,483","127,0",4:08
İstanbul'da Sonbahar,Teoman,2.632.299,64,59,Gönülçelen,01-12-2001,klasik-rock,"0,471","0,841","0,591","133,0",3:20
Sevdim Seni Bir Kere,Teoman,2.632.299,64,59,Gönülçelen,01-12-2001,klasik-rock,"0,458","0,752","0,6","136,0",4:12
Nazende Sevgilim,Figen Genç,126,0,0,Nazende Sevgilim,20-05-1999,other,"0,619","0,621","0,515","120,0",3:50
Bu Kız,Son Feci Bisiklet,1.218.395,56,59,Vesaire,23-06-2015,other,"0,625","0,676","0,505","119,0",2:55
Bu Havada Gidilmez,Manuş Baba,1.007.512,57,0,Ve Nazan Öncel Şarkıları,17-08-2018,other,"0,589","0,698","0,519","118,0",3:49
Dönersen Islık Çal,Manuş Baba,1.007.512,57,63,Dönersen Islık Çal,27-04-2017,other,"0,648","0,606","0,539","125,0",3:31
Eskisi Gibi,Lil Zey,444.236,57,60,Eskisi Gibi,10-07-2020,trap,"0,741","0,584","0,47","147,0",3:06
Seni Buldum Ya,Kaan Boşnak,1.145.308,56,55,Seni Buldum Ya,09-10-2020,indie-pop,"0,678","0,679","0,494","124,0",3:53
Dünyadan Uzak,Pinhani,2.397.918,61,49,Dünyadan Uzak,27-03-2020,indie-pop,"0,639","0,732","0,595","123,0",4:07
Gökyüzünü Tutamam,Can Koç,75.407,46,62,Gökyüzünü Tutamam,23-07-2021,other,"0,623","0,664","0,537","121,0",3:15
Ne Ay Geceden,Sezer Sarıgöz,261.588,55,64,Ne Ay Geceden,26-01-2022,pop,"0,755","0,672","0,676","128,0",3:19
Sen Orda Yoksun,Göksel,1.782.533,63,66,Sen Orda Yoksun,01-01-2015,pop,"0,724","0,747","0,698","126,0",4:01
Uzaktan,Göksel,1.782.533,63,68,Bende Bi' Aşk Var,09-01-2012,pop,"0,775","0,77","0,666","117,0",3:39
Bu Böyle,Sertab Erener,2.310.274,68,59,Rengarenk,02-06-2010,pop-rock,"0,612","0,846","0,585","128,0",4:48
Aşk,Sertab Erener,2.310.274,68,58,Sertab Erener,24-03-1999,pop-rock,"0,547","0,828","0,591","143,0",3:31
Bir Çaresi Bulunur,Sertab Erener,2.310.274,68,59,Rengarenk,02-06-2010,pop-rock,"0,615","0,801","0,492","137,0",3:36
Vur Yüreğim,Sertab Erener,2.310.274,68,50,Sertab Erener,24-03-1999,pop-rock,"0,627","0,802","0,563","141,0",4:31
Söz Bitti,Sertab Erener,2.310.274,68,51,Turuncu,01-01-2001,pop-rock,"0,545","0,851","0,515","133,0",4:20
Rüya,Sertab Erener,2.310.274,68,54,Lâ'l,14-10-1994,pop-rock,"0,555","0,814","0,548","140,0",4:39
Kız Leyla,Sertab Erener,2.310.274,68,0,Ben Yaşarım,12-06-2020,pop-rock,"0,557","0,751","0,585","137,0",4:01
Yalnızlık Senfonisi,Sezen Aksu,13.986.198,74,30,Düş Bahçeleri,14-07-1996,pop-rock,"0,564","0,868","0,497","134,0",5:42
Bir Damla Gözlerimde,Sertab Erener,2.310.274,68,48,Rengarenk,02-06-2010,pop-rock,"0,565","0,776","0,481","140,0",3:58
Öyle de Güzel,Sertab Erener,2.310.274,68,40,Sade,13-04-2013,pop-rock,"0,63","0,835","0,499","134,0",3:40
Doktor,Kenan Doğulu,1.248.329,66,61,Aşka Türlü Şeyler,06-07-2012,pop,"0,725","0,732","0,697","119,0",3:32
Ahu,Mabel Matiz,5.450.427,67,68,Gök Nerede,23-02-2015,indie-pop,"0,605","0,728","0,514","122,0",3:34
Kumralım,Yaşar,872.685,61,72,Divane,01-01-1996,huzunlu-pop,"0,548","0,483","0,299","116,0",3:30
Hovarda,Emel Müftüoğlu,145.115,47,61,Hovarda,01-01-2006,pop,"0,789","0,691","0,737","123,0",4:11
Sen İstanbul'sun,Gökhan Türkmen,1.514.692,67,67,En Baştan,01-06-2018,pop-rock,"0,567","0,819","0,562","139,0",4:15
Gel,Mabel Matiz,5.450.427,67,64,Gök Nerede,23-02-2015,indie-pop,"0,585","0,695","0,55","130,0",4:47
Kupa Kızı Ve Sinek Valesi,Teoman,2.632.299,64,64,Teo,05-03-2003,klasik-rock,"0,459","0,822","0,603","126,0",4:55
Bal,Duman,7.441.445,67,59,Belki Alışman Lazım,16-10-2002,alt-rock,"0,534","0,857","0,491","136,0",5:13
Bu Aşk Beni Yorar,Duman,7.441.445,67,45,Duman 1,06-07-2010,alt-rock,"0,536","0,887","0,485","138,0",4:09
Beni Sen İnandır,Pinhani,2.397.918,61,60,Kediköy,08-01-2016,indie-pop,"0,645","0,653","0,543","125,0",3:44
Aşk Durdukça,Yüksek Sadakat,1.425.388,57,60,Katil & Maktül,01-01-2008,klasik-rock,"0,503","0,723","0,565","132,0",4:29
Yağmur,Bertuğ Cemil,5.904,28,0,Duygusal Tuzaklar,01-01-2006,other,"0,588","0,619","0,515","130,0",5:22
Tastamam,Can Bonomo,775.072,57,58,Bulunmam Gerek,01-01-2014,indie-pop,"0,633","0,738","0,59","120,0",3:16
Müzik Kutusu,Emir Can İğrek,3.212.805,66,59,Ağır Roman,07-11-2018,huzunlu-pop,"0,582","0,517","0,327","119,0",2:54
Manzaralar,Patron,1.259.904,56,49,"Pmc Legacy, Vol.1",04-04-2019,other,"0,604","0,616","0,566","116,0",3:51
Kafam Senden Bile Güzel,Kolpa,1.040.755,57,63,Aşk Ve Hayat Hakkında,10-01-2014,pop-rock,"0,637","0,86","0,567","143,0",3:24
Sen Beni Unutamazsın,emre aydın,1.161.537,61,63,Sen Beni Unutamazsın,09-12-2016,huzunlu-pop,"0,597","0,563","0,274","120,0",4:00
Herşey Yolunda,Dr. Skull,20.657,17,20,Hershey Yolunda!? (Remastered),16-06-1994,other,"0,571","0,675","0,505","125,0",2:34
"Zamanın Gözünden, Böl. 3: An",80 Kalibre,6.636,12,0,Zamanın Gözünden,26-05-2020,other,"0,637","0,682","0,549","129,0",3:02
Toprak,Knight Errant,3.241,13,15,Ruhlarin Buyuk Gocu /The Grand Migration of Souls,24-06-2020,other,"0,581","0,633","0,453","128,0",4:32
Çocuk Bahçesi,Soul Sacrifice,4.120,11,12,Carpe Mortem,20-07-2012,other,"0,626","0,728","0,477","115,0",4:54
Dağlarda / Yakanlara,Objektif,11.873,25,25,Künye,22-09-2000,other,"0,652","0,727","0,486","121,0",4:04
Gecenin Rengi,Yavuz Çetin,163.377,41,0,İlk,17-11-1997,other,"0,584","0,732","0,487","122,0",3:52
Saklımdasın,Erdal Güney,47.479,46,58,Aşkiya,01-01-2005,other,"0,58","0,724","0,466","121,0",4:25
Eftelya,Hakan Yesilyurt,69.800,37,47,Eftelya,23-12-1999,other,"0,637","0,704","0,564","121,0",3:29
Oysa Bir Umuttu,Kıraç,674.418,56,51,Aliye (Orijinal Dizi Müzikleri),08-08-2006,klasik-rock,"0,504","0,732","0,58","122,0",2:24
Sarılınca Sana,İlhan Şeşen,68.896,45,54,Aşk Yalan,23-02-2005,other,"0,619","0,657","0,564","115,0",3:57
Sevda Değil,Zülfü Livaneli,555.492,48,0,"Bütüneserleri, Vol. 13 (Saat Dört... Yoksun)",23-11-2009,other,"0,607","0,662","0,564","128,0",6:30
Haberin Var mı?,Manuş Baba,1.007.512,57,58,Dönersen Islık Çal,27-04-2017,other,"0,58","0,696","0,515","130,0",3:15
Bizim Hikaye,Çağatay Akman,464.648,51,57,Yirmi - Bir,31-07-2019,other,"0,606","0,656","0,473","116,0",3:05
Yüreğim Davacı,Çağatay Akman,464.648,51,60,Yirmi - Bir,31-07-2019,other,"0,655","0,664","0,53","124,0",2:47
Mecnun,Buray,2.083.364,63,52,Sahiden,11-11-2016,pop,"0,75","0,653","0,714","116,0",3:20
Koştum Hekime,Burak King,777.772,53,0,Koştum Hekime,18-08-2017,other,"0,583","0,679","0,458","126,0",3:35
Eteği Belinde,Manuş Baba,1.007.512,57,63,Dönersen Islık Çal,27-04-2017,other,"0,591","0,63","0,554","119,0",3:25
Ya Bu İşler Ne,Mabel Matiz,5.450.427,67,64,Maya,20-06-2018,indie-pop,"0,595","0,736","0,49","130,0",3:56
Zalım,Ceylan Ertem,611.595,47,50,Zalım,11-12-2017,other,"0,584","0,618","0,48","117,0",4:28
Gel Sevelim,Ceylan Ertem,611.595,47,27,Câhille Sohbeti Kestim,17-01-2020,other,"0,636","0,604","0,452","127,0",5:32
Gece Gölgenin Rahatına Bak,Çağatay Akman,464.648,51,58,Yirmi - Bir,31-07-2019,other,"0,594","0,645","0,471","115,0",2:43
Türk Marşı,Ceza,5.152.899,63,52,Türk Marşı,01-11-2012,old-rap,"0,834","0,694","0,609","95,0",1:48
Suspus,Ceza,5.152.899,63,61,Suspus,06-05-2015,old-rap,"0,838","0,692","0,533","95,0",4:08
Deli,Norm Ender,2.087.990,64,51,Aura,03-02-2017,old-rap,"0,855","0,626","0,614","101,0",2:45
Şehrimin Tadı,Ezhel,7.019.237,70,63,Müptezhel,25-05-2017,trap,"0,712","0,594","0,506","135,0",4:13
İmkansızım,Ezhel,7.019.237,70,67,İmkansızım,17-11-2017,trap,"0,708","0,586","0,472","142,0",3:42
Bazen (feat. Emel),Ezhel,7.019.237,70,66,Müptezhel,25-05-2017,trap,"0,751","0,54","0,4","144,0",3:51
Benim Stilim,Norm Ender,2.087.990,64,41,Aura,03-02-2017,old-rap,"0,767","0,659","0,596","96,0",3:33
Kaktüs,Norm Ender,2.087.990,64,59,Aura,03-02-2017,old-rap,"0,793","0,759","0,584","94,0",3:21
Sertlik Kanında Var Hayatın,Sagopa Kajmer,5.376.618,69,50,Sertlik Kanında Var Hayatın,29-04-2017,old-rap,"0,821","0,634","0,604","101,0",4:32
366.Gün,Sagopa Kajmer,5.376.618,69,60,366.Gün,01-01-2017,old-rap,"0,825","0,728","0,607","90,0",3:55
Ahmak Islatan,Sagopa Kajmer,5.376.618,69,55,Ahmak Islatan,20-03-2014,old-rap,"0,805","0,652","0,561","94,0",4:39
Nilüfer,Müslüm Gürses,9.481.605,69,71,Aşk Tesadüfleri Sever (Mucize ve Buluşma),01-01-2006,arabesk,"0,572","0,593","0,371","108,0",4:18
Böyle Kahpedir Dünya,Gripin,1.634.823,61,55,Gripin,01-01-2007,pop-rock,"0,577","0,761","0,591","128,0",4:22
Paramparça,Teoman,2.632.299,64,60,17,28-04-2000,klasik-rock,"0,513","0,723","0,542","132,0",3:52
Giderdi Hoşuma,Yaşlı Amca,1.675.746,57,54,Akşamüstü,01-09-2017,alt-rock,"0,551","0,848","0,48","133,0",3:40
Geçemem Senden,İkilem,357.546,55,48,Geçemem Senden,06-05-2022,other,"0,603","0,617","0,492","125,0",3:27
Kaybolurum Gülüşünde,İkilem,357.546,55,61,Kaybolurum Gülüşünde,09-04-2021,other,"0,645","0,722","0,537","129,0",3:21
Bir Sebebi Var,İkilem,357.546,55,61,Bir Sebebi Var,09-10-2020,other,"0,63","0,649","0,519","117,0",3:30
Seni Çok Özlüyorum,Tuğkan,1.424.833,57,59,Seni Çok Özlüyorum,15-05-2020,huzunlu-pop,"0,566","0,481","0,243","121,0",2:49
O Ben Olamam,Mavi Gri,1.681.202,61,42,O Ben Olamam,16-01-2020,huzunlu-pop,"0,537","0,557","0,299","120,0",5:19
Koptu İpim Düşüyorum,İkiye On Kala,1.255.300,53,52,Yaka Faça,09-11-2018,other,"0,655","0,736","0,548","124,0",3:42
Keder,Yaşlı Amca,1.675.746,57,51,Yaşlı Amca,10-01-2020,alt-rock,"0,534","0,774","0,521","137,0",4:14
Neden Diye Sorma,Madrigal,1.598.773,61,52,Neden Diye Sorma,11-03-2015,indie-pop,"0,607","0,635","0,574","121,0",3:57
Ah Benim Hayatım,Adamlar,2.217.051,62,53,Rüyalarda Buruşmuşuz,27-10-2016,alt-rock,"0,504","0,771","0,514","133,0",3:57
Kadın,Kubilay Karça,614.661,58,44,Mücevher,09-08-2019,huzunlu-pop,"0,54","0,47","0,306","107,0",1:58
Ölebilirim,Pera,786.489,55,0,Ölebilirim,01-11-2019,pop-rock,"0,615","0,77","0,53","132,0",3:52
Sar Bu Şehri - Akustik,Canozan,770.334,64,64,Dolunay,16-11-2018,indie-pop,"0,617","0,711","0,583","125,0",3:24
Seni Kırmışlar,Kubilay Karça,614.661,58,58,Sen Böyle Değildin,13-05-2022,huzunlu-pop,"0,508","0,457","0,249","117,0",2:53
Marlon Brando,Zeynep Bastık,2.462.361,64,58,Zeynodisco,21-05-2021,indie-pop,"0,647","0,648","0,569","124,0",3:30
Bi' Tek Ben Anlarım,KÖFN,941.760,53,59,Bi' Tek Ben Anlarım,18-03-2022,other,"0,614","0,638","0,541","116,0",3:16
Dip,Madrigal,1.598.773,61,65,Neogazino,09-04-2021,indie-pop,"0,623","0,65","0,571","124,0",3:43
Ben Ölürsem,Toygar Işıklı,437.790,63,48,Yargı (Music From The Original Tv Series),11-01-2022,other,"0,637","0,606","0,497","124,0",4:26
Bana Unutmayı Anlat,Cem Adrian,3.757.762,63,50,Bana Unutmayı Anlat,29-04-2022,other,"0,571","0,642","0,475","116,0",3:12
Çatı Katı,Gökhan Türkmen,1.514.692,67,66,En Baştan,01-06-2018,pop-rock,"0,566","0,786","0,481","139,0",4:28
Haydi Gel Benimle Ol,Sezen Aksu,13.986.198,74,49,Sen Ağlama,06-09-1984,pop-rock,"0,558","0,793","0,564","135,0",4:31
Sigara,Müslüm Gürses,9.481.605,69,67,Yalan Dünya,01-01-2010,arabesk,"0,613","0,693","0,329","111,0",5:11
GECELERİN DERDİ,BEGE,861.553,56,0,BEGEFENDİ,29-01-2021,trap,"0,664","0,533","0,501","148,0",2:37
Bu İş Bitmiş,Melek Mosso,1.616.915,59,0,Bu İş Bitmiş,01-07-2022,other,"0,628","0,68","0,535","121,0",3:39
velhasıl,Sıla,2.350.187,65,36,şarkıcı,20-05-2022,huzunlu-pop,"0,512","0,453","0,269","120,0",2:57
Dünya Fani,cakal,3.047.330,66,53,Dünya Fani,17-06-2022,trap,"0,722","0,646","0,5","135,0",1:56
Buz,Soner Sarıkabadayı,1.085.317,60,56,Buz,23-12-2020,pop,"0,774","0,684","0,691","120,0",4:25
Mey,Model,1.759.049,64,70,Mey,14-03-2016,pop-rock,"0,58","0,783","0,521","132,0",4:47
İntihaşk,Onur Can Özcan,1.557.352,57,64,Yaramızda Kalsın,27-07-2018,other,"0,587","0,671","0,464","122,0",3:12
Beni Hatırladın mı,Cem Adrian,3.757.762,63,54,Tuz Buz,13-11-2017,other,"0,661","0,649","0,537","127,0",4:03
Toprak Yağmura - Akustik,Canozan,770.334,64,68,Dolunay,16-11-2018,indie-pop,"0,662","0,643","0,508","119,0",3:56
Ölsem,Sena Şener,861.347,60,57,Ölsem,07-03-2019,alt-rock,"0,53","0,876","0,489","127,0",3:34
Yara,Kalben,1.219.649,63,70,Sonsuza Kadar,06-11-2017,other,"0,647","0,669","0,541","126,0",3:33
Ama Bana Bakma Öyle,VAGON,32.816,44,0,Mayıs Rüzgarı,21-03-2020,other,"0,615","0,729","0,518","124,0",4:34
Aklımda Biri Var,Belki Biraz,20.833,41,0,Modafinil,17-01-2020,other,"0,632","0,721","0,525","116,0",2:37
Sadece,Kalben,1.219.649,63,67,Kalben,05-02-2016,other,"0,577","0,662","0,486","118,0",2:55
Karbeyaz,Sertab Erener,2.310.274,68,56,Kırık Kalpler Albümü,03-06-2016,pop-rock,"0,546","0,811","0,517","134,0",4:25
İncelikler,Sertab Erener,2.310.274,68,50,Sertab Gibi,21-03-1997,pop-rock,"0,546","0,856","0,489","141,0",5:28
Lal,Sertab Erener,2.310.274,68,44,Lâ'l,14-10-1994,pop-rock,"0,626","0,826","0,541","134,0",3:37
Yalnızlık Senfonisi,Sertab Erener,2.310.274,68,43,Sakin Ol,28-09-1992,pop-rock,"0,595","0,851","0,588","134,0",5:59
"Aşk Ölmez, Biz Ölürüz",Sertab Erener,2.310.274,68,28,The Best of Sertab Erener,09-03-2007,pop-rock,"0,621","0,831","0,519","135,0",4:31
Bir Varmışım Bir Yokmuşum,Sertab Erener,2.310.274,68,35,Rengarenk,02-06-2010,pop-rock,"0,555","0,749","0,492","141,0",3:17
Porselen Kalbim,Sena Şener,861.347,60,59,Porselen Kalbim,11-03-2022,alt-rock,"0,504","0,87","0,471","127,0",5:15
Olmazlara İnat,Berkay Altunyay,211.864,52,63,Olmazlara İnat,27-08-2021,other,"0,595","0,661","0,503","122,0",2:49
Diğer Yarım,ATE,79.230,47,62,Diğer Yarım,08-07-2022,other,"0,586","0,652","0,484","121,0",2:22
Gül,Cem Adrian,3.757.762,63,29,Gül,01-04-2022,other,"0,604","0,684","0,545","124,0",3:38
HARMAN,BEGE,861.553,56,0,BEGEFENDİ,29-01-2021,trap,"0,667","0,543","0,471","139,0",2:20
Affet Beni Sevgilim,Ege Balkiz,19.567,43,0,Affet Beni Sevgilim,16-07-2021,other,"0,642","0,692","0,559","128,0",2:46
O Bi Karamel,Ozbi,568.113,56,0,Dünya'm 20:24,07-08-2020,other,"0,603","0,682","0,467","120,0",3:17
Hayatım Kaymış,Melek Mosso,1.616.915,59,0,Hayatım Kaymış,13-08-2021,other,"0,667","0,698","0,497","124,0",4:06
Kış Bahçeleri,Buray,2.083.364,63,63,Kehanet,19-10-2018,pop,"0,784","0,693","0,665","125,0",3:02
Aşk,Gökhan Türkmen,1.514.692,67,60,Romantik,19-11-2020,pop-rock,"0,621","0,834","0,579","139,0",3:44
Bu Şarkı Aşka Yazıldı,Cem Adrian,3.757.762,63,28,Bu Şarkı Aşka Yazıldı,27-04-2020,other,"0,639","0,674","0,528","121,0",4:10
Ölebilirim,Bedo,399.832,59,60,Ölebilirim,06-11-2020,other,"0,606","0,651","0,472","117,0",3:49
Meyhaneler Sen...,Gece Yolcuları,818.226,48,60,Neden?,01-01-2013,other,"0,665","0,668","0,477","116,0",4:38
Muhtemel Aşk,yirmi7,270.647,51,62,Muhtemel Aşk,18-12-2015,pop-rock,"0,548","0,858","0,492","139,0",4:36
Altüst Olmuşum,Mavi Gri,1.681.202,61,68,Altüst Olmuşum,04-09-2020,huzunlu-pop,"0,584","0,574","0,235","112,0",3:22
