name,artist,artist_followers,artist_popularity,song_popularity,album,release_date,genre,danceability,energy,valence,tempo,duration(min)
Yan Benimle,Sıla,2.350.187,65,67,Mürekkep,03-06-2016,huzunlu-pop,"0,577","0,468","0,275","110,0",4:43
Saydim,Ogün Sanlısoy,312.167,49,63,O Gun,01-04-2004,other,"0,653","0,708","0,547","117,0",4:11
Birader,Heijan,2.079.510,62,0,Birader,01-04-2022,trap,"0,704","0,588","0,471","138,0",3:24
Yıllar Utansın,Müslüm Gürses,9.481.605,69,53,Mahsun Kul,25-10-2002,arabesk,"0,574","0,62","0,41","104,0",6:46
Alışamadım,Sibel Bilgiç,38.082,43,61,Alışamadım,23-10-1996,other,"0,623","0,643","0,547","122,0",4:58
Endamın Yeter,Kıraç,674.418,56,61,Zaman,30-11-2001,klasik-rock,"0,514","0,761","0,644","136,0",3:24
Yağmurlar,Şebnem Ferah,2.560.933,71,74,Kadın,01-01-2013,klasik-rock,"0,476","0,749","0,576","128,0",5:06
Ahtapotlar,Zakkum,1.223.721,56,48,Zehr-i Zakkum,01-01-2007,huzunlu-pop,"0,597","0,564","0,326","109,0",4:02
Endamın Yeter,Kıraç,674.418,56,61,Zaman,30-11-2001,klasik-rock,"0,455","0,8","0,635","129,0",3:24
İstemem Söz Sevmeni,Ferman Akgül,100.403,41,1,Yürüyorum İçimde,24-03-2017,other,"0,58","0,718","0,552","119,0",3:34
Yak Bizi,Whisky,20.209,17,22,Güneşin Tahtı,01-01-1996,other,"0,646","0,638","0,559","116,0",4:44
Tek Başına,Kramp,22.617,22,30,İstanbul Sokakları,04-09-1998,other,"0,614","0,732","0,477","121,0",4:37
İstanbul Sokakları,Kramp,22.617,22,23,İstanbul Sokakları,04-09-1998,other,"0,605","0,604","0,456","122,0",5:59
Loş Akşamlar,Objektif,11.873,25,23,Künye,22-09-2000,other,"0,594","0,739","0,495","114,0",5:17
Ögret Bana,Diken,8.977,16,24,Hedef Büyük,04-05-1998,other,"0,663","0,717","0,528","127,0",4:24
Zor Güzel,Kurban,156.554,42,29,İnsanlar,01-01-2005,other,"0,584","0,64","0,55","125,0",4:11
İnsanlar,Kurban,156.554,42,39,İnsanlar,01-01-2005,other,"0,584","0,699","0,504","114,0",5:07
Lan N'oldu,Kramp,22.617,22,26,Lan N'oldu,04-06-1996,other,"0,578","0,636","0,55","123,0",6:35
Eve Dönüyorum,80 Kalibre,6.636,12,6,Miras,15-08-2018,other,"0,643","0,674","0,463","119,0",5:16
Ayna,Whisky,20.209,17,13,Güneşin Tahtı,01-01-1996,other,"0,6","0,607","0,5","127,0",4:48
Kan,Pois,19.608,44,46,Yüreğime Dokunma,26-11-2021,other,"0,616","0,616","0,559","124,0",3:00
Ölümle Yaşam Arasında,Mavi Gri,1.681.202,61,62,Ölümle Yaşam Arasında,29-07-2022,huzunlu-pop,"0,502","0,522","0,259","109,0",2:56
Beyoğlu,Emir Can İğrek,3.212.805,66,44,Beyoğlu,07-10-2022,huzunlu-pop,"0,543","0,536","0,259","114,0",2:28
Seni Rastgele Sevmedim,Zakkum,1.223.721,56,58,Seni Rastgele Sevmedim,24-06-2022,huzunlu-pop,"0,566","0,462","0,347","108,0",2:40
kördüğüm,Sefo,2.993.492,67,0,kördüğüm,19-08-2022,trap,"0,713","0,601","0,509","143,0",2:46
facia,Emir Can İğrek,3.212.805,66,49,facia,22-07-2022,huzunlu-pop,"0,539","0,516","0,306","123,0",2:25
Nasır,Melike Şahin,1.849.859,65,2,Merhem,26-02-2021,huzunlu-pop,"0,525","0,452","0,325","113,0",4:30
Adamım,Kader,20.041,38,54,Adamım,28-01-1999,other,"0,643","0,688","0,543","126,0",3:59
Selamı Var,Sakiler,522.782,57,47,Selamı Var,21-05-2021,other,"0,603","0,606","0,516","127,0",3:18
Aşk Bir Mevsim,Pinhani,2.397.918,61,57,Küçük Bir Evde,30-04-2021,indie-pop,"0,598","0,719","0,546","127,0",5:28
İyi Değilim Ben,Pinhani,2.397.918,61,53,Yollar Bizi Bekler,15-02-2019,indie-pop,"0,643","0,724","0,498","128,0",4:09
Yaşıyorum Sil Baştan,Ari Barokas,95.503,45,49,Lafıma Gücenme,07-02-2018,other,"0,616","0,641","0,455","117,0",3:19
Yangın Var,Ari Barokas,95.503,45,31,Lafıma Gücenme,07-02-2018,other,"0,574","0,731","0,512","130,0",5:00
Nafile,Ari Barokas,95.503,45,36,Lafıma Gücenme,07-02-2018,other,"0,624","0,635","0,54","117,0",3:55
Agah Makamı (Şahsiyet Orijinal Dizi Müzikleri) (feat. Rubato),Haluk Bilginer,5.083,30,30,Agah Makamı (Şahsiyet Orijinal Dizi Müzikleri) (feat. Rubato),10-04-2018,other,"0,606","0,709","0,554","119,0",2:19
75 Lira - Çıplak Ayaklar Stüdyosu 2013,Büyük Ev Ablukada,349.247,51,30,Ay Şuram Hâlâ Ağrıyo,20-01-2017,alt-rock,"0,482","0,822","0,517","136,0",3:04
Babildeki Bahçe,Ozbi,568.113,56,0,Rakılı Live 1. Seri,07-10-2016,other,"0,659","0,654","0,567","122,0",4:34
Dert Bende,Ferdi Özbeğen,274.779,61,45,Piyanist,01-01-1986,other,"0,62","0,729","0,512","127,0",3:47
Gavurlar,Ari Barokas,95.503,45,47,Lafıma Gücenme,07-02-2018,other,"0,643","0,611","0,522","127,0",4:08
Birşey Yapmalı,Moğollar,229.734,38,39,Dört Renk,24-06-1996,other,"0,625","0,645","0,46","125,0",3:14
Saklı Düşler,Cengiz Kurtoğlu,1.502.994,60,57,Saklı Düşler,02-09-2014,arabesk,"0,561","0,664","0,371","108,0",4:23
Acının İlacı,Adamlar,2.217.051,62,60,Rüyalarda Buruşmuşuz,27-10-2016,alt-rock,"0,505","0,776","0,514","130,0",4:47
Sarılırım Birine,Adamlar,2.217.051,62,67,Dünya Günlükleri,12-04-2019,alt-rock,"0,57","0,808","0,528","139,0",6:33
Uzunlar - V2,Evdeki Saat,478.427,51,50,Uzunlar,14-02-2020,indie-pop,"0,588","0,699","0,534","129,0",4:22
Ne Zamandır Sendeyim,Madrigal,1.598.773,61,60,Neogazino,09-04-2021,indie-pop,"0,648","0,743","0,507","126,0",3:21
Çok Zaman Geçti Ardından,Pinhani,2.397.918,61,41,Küçük Bir Evde,30-04-2021,indie-pop,"0,658","0,615","0,498","128,0",3:57
Rüyalarda Buruşmuşum,Adamlar,2.217.051,62,60,Rüyalarda Buruşmuşuz,27-10-2016,alt-rock,"0,507","0,824","0,478","134,0",3:31
Kelebekler,Madrigal,1.598.773,61,54,Kelebekler,04-12-2019,indie-pop,"0,648","0,743","0,535","128,0",4:07
Uyursam Geçer Mi?,Eskitilmiş Yaz,80.041,38,52,Kıyılara,17-04-2020,other,"0,627","0,674","0,498","124,0",4:36
Deme,Derya Bedavacı,799.849,63,2,Deme,24-10-2019,other,"0,595","0,616","0,538","122,0",3:21
Kır Çiçeğim,Mavi Gri,1.681.202,61,42,Kır Çiçeğim,28-04-2021,huzunlu-pop,"0,539","0,529","0,261","111,0",4:19
Yerle Bir Olurum,Mavi Gri,1.681.202,61,51,Yerle Bir Olurum,27-08-2021,huzunlu-pop,"0,545","0,589","0,264","122,0",3:19
Zalim,Levent Yüksel,391.681,54,56,Levent Yüksel'in 2. Cd'si,10-01-1996,other,"0,619","0,617","0,552","121,0",4:38
Aldırma Deli Gönlüm,Sertab Erener,2.310.274,68,55,Sakin Ol,28-09-1992,pop-rock,"0,63","0,802","0,491","138,0",4:31
Sevdam Ağlıyor,Sertab Erener,2.310.274,68,61,Lâ'l,14-10-1994,pop-rock,"0,625","0,785","0,522","128,0",3:33
Arnavut Kaldirimi,Demet Sağıroğlu,120.357,43,58,Kınalı Bebek,25-10-1994,pop,"0,744","0,775","0,722","123,0",4:52
Sarı Laleler,MFÖ,1.176.742,53,57,Agu,07-04-2006,funk-rock,"0,693","0,819","0,725","118,0",3:20
Eyvah Neye Yarar,İbrahim Tatlıses,2.952.144,67,5,Bayar Halk Konserleri,23-12-1988,other,"0,582","0,628","0,467","127,0",4:22
Oy Asiye (Laz Ziya),Reyoss,7,0,0,Oy Asiye (Laz Ziya),20-03-2023,other,"0,573","0,678","0,494","127,0",5:54
Çökertme,RaiderXD,2.990,33,0,Kardaşlar - Çökertme,15-01-2023,other,"0,625","0,686","0,46","119,0",4:28
Küllenen Aşk - Slowed & Reverb,th1nk,129,0,0,Küllenen Aşk (Slowed & Reverb),01-03-2023,other,"0,67","0,701","0,513","126,0",5:55
Sandığımdan Herkes Babam Gibi Gülecek,Farazi,186.215,55,52,Hayalet Islığı (Instrumentals),13-09-2013,other,"0,652","0,61","0,567","124,0",3:40
Miras (Live),Melike Şahin,1.849.859,65,0,Harbiye 2022 (Live),24-03-2023,huzunlu-pop,"0,545","0,545","0,271","121,0",3:41
Bedelini Ödedim (Live),Melike Şahin,1.849.859,65,0,Harbiye 2022 (Live),24-03-2023,huzunlu-pop,"0,578","0,54","0,252","122,0",4:24
Pusulam Rüzgar,Melike Şahin,1.849.859,65,60,Pusulam Rüzgar,24-09-2021,huzunlu-pop,"0,543","0,577","0,237","109,0",4:08
Firuze (Live @ Harbiye Açık Hava Tiyatrosu),Melike Şahin,1.849.859,65,0,Merhem: İlk Konserler (Live),25-02-2022,huzunlu-pop,"0,515","0,473","0,269","118,0",3:54
Tutuşmuş Beraber,Melike Şahin,1.849.859,65,61,Tutuşmuş Beraber,07-09-2018,huzunlu-pop,"0,535","0,582","0,337","121,0",4:39
Deli Kan,Melike Şahin,1.849.859,65,59,Deli Kan,17-11-2017,huzunlu-pop,"0,525","0,539","0,296","109,0",4:08
BEDELİNİ ÖDEDİM,Melike Şahin,1.849.859,65,0,Merhem,26-02-2021,huzunlu-pop,"0,53","0,525","0,29","110,0",3:45
Geri Ver,Melike Şahin,1.849.859,65,55,Geri Ver,07-02-2020,huzunlu-pop,"0,594","0,472","0,309","119,0",4:26
Kara Orman,Melike Şahin,1.849.859,65,51,Kara Orman,06-09-2019,huzunlu-pop,"0,561","0,568","0,298","120,0",3:55
Ellerin Hani?,Melike Şahin,1.849.859,65,0,Ellerin Hani?,13-01-2023,huzunlu-pop,"0,503","0,456","0,307","116,0",3:05
Olur Mu,Gazapizm,4.185.952,63,63,Olur Mu,21-10-2022,alt-rap,"0,765","0,667","0,4","127,0",3:29
Unutulanlar,Farazi,186.215,55,57,Hayalet Islığı (Instrumentals),13-09-2013,other,"0,62","0,688","0,485","129,0",3:20
Yarım Kalan Sigara,No.1,3.632.674,66,67,Kron1k,21-03-2021,other,"0,618","0,713","0,532","119,0",3:03
Alışamadım - Speed Up,artex,296,0,0,Alışamadım (Speed Up),28-12-2022,other,"0,577","0,608","0,503","122,0",3:31
Yalan,Ari Barokas,95.503,45,48,Lafıma Gücenme,07-02-2018,other,"0,59","0,685","0,488","125,0",3:47
Ömrümüz Yine Geçiyor,Ari Barokas,95.503,45,48,Lafıma Gücenme,07-02-2018,other,"0,643","0,721","0,567","116,0",3:05
Yalnızlık Kanında Var,Ari Barokas,95.503,45,47,Lafıma Gücenme,07-02-2018,other,"0,607","0,679","0,488","121,0",3:48
Bir Seher Vaktinde,Siyasiyabend,35.005,33,36,Bir Seher Vaktinde,03-12-2021,other,"0,597","0,635","0,462","119,0",4:20
Kendimden Geçtim Ama,Hariçten Gazelciler,4.867,15,24,Hariçten Gazelciler 2,05-04-2013,other,"0,608","0,686","0,48","128,0",3:02
Beyni Yok,Ari Barokas,95.503,45,35,Lafıma Gücenme,07-02-2018,other,"0,586","0,646","0,519","119,0",2:40
Okyanus,Adamlar,2.217.051,62,0,Harekete kimse mâni olamaz. Part II,20-01-2023,alt-rock,"0,546","0,84","0,472","132,0",3:58
Salaksın,Ari Barokas,95.503,45,44,Lafıma Gücenme,07-02-2018,other,"0,601","0,603","0,563","122,0",5:12
Halim Yok,Peyk,94.003,43,38,Halim Yok,19-10-2016,other,"0,667","0,63","0,492","115,0",3:47
Peyk,Peyk,94.003,43,37,Peyk,28-09-2020,other,"0,619","0,724","0,529","122,0",4:16
Felekten Saadet Çalınmaz,Ari Barokas,95.503,45,40,Bu Toprak Senin,16-12-2022,other,"0,624","0,719","0,502","128,0",3:58
Boşver - 2020 Remastered,Redd,386.677,58,41,Gecenin Fişi Yok (Akustik),15-01-2008,alt-rock,"0,543","0,877","0,454","130,0",4:32
Hayyyam,Siyasiyabend,35.005,33,38,Hayyyam,15-10-2020,other,"0,627","0,627","0,516","115,0",6:50
Egotango,Ari Barokas,95.503,45,41,Lafıma Gücenme,07-02-2018,other,"0,62","0,707","0,484","130,0",5:43
Koleler Ve Kilitler,Peyk,94.003,43,38,Koleler Ve Kilitler,01-02-2017,other,"0,638","0,617","0,567","120,0",4:07
Vazgeçtim Senden,Mavi Gri,1.681.202,61,38,Vazgeçtim Senden,03-03-2023,huzunlu-pop,"0,579","0,497","0,343","119,0",2:37
Melekler,Sibel Can,1.728.559,61,55,Özledin Mi?,24-02-2005,arabesk,"0,55","0,651","0,38","98,0",4:46
Yalanı Bırak,Sakiler,522.782,57,58,Yalanı Bırak,11-11-2022,other,"0,584","0,647","0,507","121,0",2:57
Dön Ne Olur,Ebru Gündeş,4.182.393,72,57,Dön Ne Olur,21-12-1999,arabesk,"0,591","0,652","0,359","107,0",4:59
Fırtınadayım,Mabel Matiz,5.450.427,67,65,Maya,20-06-2018,indie-pop,"0,596","0,749","0,579","121,0",4:22
Firuze,Sezen Aksu,13.986.198,74,49,Firuze,01-01-1982,pop-rock,"0,574","0,856","0,544","138,0",5:04
Garezi Var,Kahraman Deniz,1.108.044,61,61,23,14-10-2016,huzunlu-pop,"0,53","0,564","0,274","118,0",4:17
Son Arzum,Skapova,311.346,59,60,Son Arzum,05-09-2022,alt-rock,"0,568","0,852","0,506","136,0",3:23
İcardi - Aşkın Olayım,harn,1.303,17,0,İcardi - Aşkın Olayım,08-03-2023,other,"0,639","0,604","0,507","129,0",3:29
HANÇER,Patron,1.259.904,56,33,HANÇER,24-03-2023,other,"0,648","0,709","0,519","126,0",2:23
Zor,Nev,136.812,43,40,Zor,18-06-2021,other,"0,628","0,624","0,525","124,0",4:19
Sükut-u Hayal,Nev,136.812,43,48,Işığım ve Gölgem,01-01-2007,other,"0,654","0,621","0,532","115,0",4:34
Susma,Nev,136.812,43,42,Işığım ve Gölgem,01-01-2007,other,"0,665","0,615","0,452","119,0",5:16
Yokum,Nev,136.812,43,7,Yokum,01-01-2011,other,"0,585","0,697","0,499","126,0",3:56
Gölgeler Mabedi,Nev,136.812,43,4,Kıyısız Deniz,12-05-2014,other,"0,662","0,722","0,538","115,0",5:27
Davetsiz Misafir,Nev,136.812,43,2,Kıyısız Deniz,12-05-2014,other,"0,584","0,629","0,489","125,0",5:15
Doldum,Adamlar,2.217.051,62,59,Dünya Günlükleri,12-04-2019,alt-rock,"0,523","0,814","0,431","139,0",7:22
Benden Bana,Adamlar,2.217.051,62,58,Dünya Günlükleri,12-04-2019,alt-rock,"0,504","0,82","0,503","136,0",4:57
Ayy / Ben Hala Rüyada,Oğuzhan Koç,1.641.516,62,61,Ben Hala Rüyada,29-11-2013,pop,"0,754","0,747","0,693","115,0",3:18
Istanbul,Pamela,140.645,52,61,Sehir Rehberi,23-11-2004,other,"0,595","0,678","0,477","130,0",4:12
Ben Böyleyim,Athena,1.115.823,54,55,Ben Böyleyim,01-01-2011,funk-rock,"0,63","0,77","0,655","121,0",3:21
Güneye Giderken,mor ve ötesi,2.607.858,63,50,Kayıtlar 2005-2016,20-12-2016,alt-rock,"0,502","0,819","0,522","137,0",4:10
Yak Gel,Funda Arar,1.323.564,63,68,Zamanın Eli,16-02-2009,other,"0,597","0,617","0,531","120,0",4:00
Sevmemeliyiz,Sena Şener,861.347,60,64,İnsan Gelir İnsan Geçer,14-09-2018,alt-rock,"0,568","0,885","0,525","137,0",5:58
Biliyorsun,Sezen Aksu,13.986.198,74,52,Ağlamak Güzeldir,01-01-1981,pop-rock,"0,569","0,78","0,566","133,0",5:16
Bir Beyaz Orkide,Cihan Mürtezaoğlu,208.138,51,66,Bitsin Bu Delilik,30-09-2016,other,"0,614","0,636","0,507","117,0",3:45
Yalnızca Sitem,Sezen Aksu,13.986.198,74,46,Git,02-09-1986,pop-rock,"0,594","0,871","0,564","129,0",4:56
Bir Çocuk Sevdim,Sezen Aksu,13.986.198,74,48,Sezen Aksu '88,22-02-1988,pop-rock,"0,602","0,822","0,509","138,0",4:55
Geri Dön,Sezen Aksu,13.986.198,74,51,Sen Ağlama,06-09-1984,pop-rock,"0,593","0,829","0,486","134,0",4:19
Sen Ağlama,Sezen Aksu,13.986.198,74,44,Sen Ağlama,06-09-1984,pop-rock,"0,612","0,754","0,572","127,0",5:46
Git...,Sezen Aksu,13.986.198,74,43,Git,02-09-1986,pop-rock,"0,595","0,87","0,529","142,0",5:43
Geçer,Sezen Aksu,13.986.198,74,37,Sezen Aksu '88,22-02-1988,pop-rock,"0,628","0,807","0,504","142,0",4:20
Beni Unutma,Sezen Aksu,13.986.198,74,36,Git,02-09-1986,pop-rock,"0,572","0,83","0,589","128,0",4:53
Ah,Duman,7.441.445,67,56,Belki Alışman Lazım,16-10-2002,alt-rock,"0,527","0,845","0,497","139,0",4:53
Kan ve Gül,Kıraç,674.418,56,57,Zaman,30-11-2001,klasik-rock,"0,521","0,735","0,636","123,0",4:20
Akrebin Gözleri,Erkin Koray,811.083,53,37,Gün Ola Harman Ola,10-05-1996,klasik-rock,"0,522","0,85","0,578","128,0",7:04
Aşkına Elveda,Cem Köksal,38.802,34,31,Vigilante Episode One,30-03-2011,other,"0,664","0,735","0,561","128,0",3:55
Gel Gönlümü Yerden Yere Vurma Güzel Ne Olursun,Melihat Gülses,59.878,36,38,Musikişinas Tüccarlarımız,31-07-2006,other,"0,571","0,68","0,463","130,0",2:59
Gemiler,Teoman,2.632.299,64,56,O,19-06-1998,klasik-rock,"0,458","0,848","0,595","128,0",4:20
Böyle Ayrılık Olmaz,Kolpa,1.040.755,57,55,Yatağın Soğuk Tarafı,01-01-2011,pop-rock,"0,634","0,859","0,536","130,0",3:35
İyi Düşün Taşın,Mavi Işıklar,95.199,48,47,Mavi Işıklar - Türk Pop Tarihi,01-01-2002,other,"0,581","0,623","0,505","118,0",2:30
Özlem,Erkut Taçkın,20.692,29,34,Özlem,10-11-2014,other,"0,589","0,703","0,545","123,0",2:58
bi umudum var ben duramam,Sworthy,11,0,0,bi umudum var ben duramam,28-07-2023,other,"0,646","0,625","0,553","128,0",1:03
Sarmaşık,Mabel Matiz,5.450.427,67,59,Maya,20-06-2018,indie-pop,"0,663","0,682","0,5","127,0",4:38
Yorma,Seksendört,1.466.688,60,3,Yorma,26-05-2017,pop-rock,"0,558","0,76","0,519","131,0",3:57
Duvar,Zeynep Casalini,29.482,41,59,Nihayet,01-01-2004,other,"0,596","0,633","0,54","129,0",4:13
Sana Çıkıyor Yollar - Kaderimin Oyunu Orijinal Dizi Müziği,Derya Uluğ,1.552.474,59,67,Sana Çıkıyor Yollar (Kaderimin Oyunu Orijinal Dizi Müziği),03-12-2021,other,"0,6","0,701","0,451","124,0",3:49
Ağla Kalbim - Mix,MERT,79,0,0,Ağla Kalbim - Mix,17-12-2023,other,"0,639","0,609","0,464","119,0",2:12
Seni Her Gördüğümde,Erkin Koray,811.083,53,59,Mesafeler,01-01-1974,klasik-rock,"0,471","0,78","0,637","131,0",3:19
Aşkımız Bitecek,Erkin Koray,811.083,53,38,Mesafeler,01-01-1974,klasik-rock,"0,461","0,726","0,64","125,0",3:18
Gün Ola Harman Ola,Erkin Koray,811.083,53,26,Gün Ola Harman Ola,10-05-1996,klasik-rock,"0,491","0,741","0,546","122,0",5:33
Kıskanırım,Erkin Koray,811.083,53,22,Kıskanırım (45'lik),01-01-1971,klasik-rock,"0,505","0,795","0,58","129,0",3:42
Estarabim (feat. Erkin Koray) - Radio version,Orphaned Land,87.855,32,23,Orphaned Land & Friends,12-05-2017,other,"0,617","0,675","0,53","117,0",4:40
Tek Başıma,Sertab Erener,2.310.274,68,51,Kırık Kalpler Albümü,03-06-2016,pop-rock,"0,565","0,846","0,585","128,0",4:21
Ah Bu Ben,Mazhar Alanson,458.155,47,56,Türk Lokumuyla Tatlı Rüyalar,19-04-2002,other,"0,615","0,699","0,459","123,0",4:02
Bahsetmem Lazım,Güliz Ayla,437.913,50,64,Güliz Ayla,02-10-2015,indie-pop,"0,586","0,687","0,551","125,0",3:18
Aşk Şarkısı - Live,Şanışer,1.110.658,58,57,Aşk Şarkısı (Live),01-08-2022,alt-rap,"0,715","0,606","0,412","119,0",3:53
Yalan Dünya,Neşet Ertaş,3.250.952,55,57,Hata Benim,15-11-2000,other,"0,591","0,682","0,461","122,0",6:24
İlaç Ol Yaralarıma,Mavi Gri,1.681.202,61,58,İlaç Ol Yaralarıma,24-11-2023,huzunlu-pop,"0,581","0,513","0,292","114,0",2:40
Hoşçakal,Şebnem Ferah,2.560.933,71,57,Can Kırıkları,01-01-2005,klasik-rock,"0,436","0,775","0,627","132,0",4:45
Karakol,Mabel Matiz,5.450.427,67,49,Fatih,21-07-2023,indie-pop,"0,62","0,724","0,579","125,0",4:33
Yanımda Kal,Harun Kolçak,451.906,53,58,Çeyrek Asır,16-09-2016,funk-rock,"0,605","0,778","0,638","126,0",4:38
İnceden İnceden,Tuğba Yurt,827.594,54,63,İnceden İnceden,20-09-2017,other,"0,663","0,61","0,562","115,0",3:11
Çingenem,Ebru Gündeş,4.182.393,72,64,Dön Ne Olur,21-12-1999,arabesk,"0,571","0,688","0,412","113,0",3:10
Karam,Hakan Peker,206.592,52,61,İlla ki,16-02-2000,pop,"0,755","0,709","0,739","118,0",3:33
Aşkın Yalanmış,Göksel,1.782.533,63,65,Bende Bi' Aşk Var,09-01-2012,pop,"0,777","0,777","0,665","123,0",4:03
Kaç Yıl Geçti Aradan,Sezen Aksu,13.986.198,74,42,Serçe,01-07-1978,pop-rock,"0,606","0,816","0,558","133,0",3:31
Dillere Düşeceğiz Seninle,Gülşen,2.348.536,69,64,Önsöz,23-03-2009,pop,"0,708","0,725","0,683","124,0",3:38
Yerine Sevemem,Gökhan Kırdar,98.381,43,0,Serseri Mayın,28-01-1994,other,"0,592","0,6","0,453","119,0",4:22
Sol Yanım,Onur Macit,769,0,1,Sol Yanım,07-04-2022,other,"0,637","0,676","0,514","127,0",3:05
Ölüyorum Anla,Mert Demir,808.005,62,60,Ölüyorum Anla,28-06-2024,indie-pop,"0,605","0,658","0,523","131,0",3:03
Cehennemin Dibi,Mert Demir,808.005,62,55,Cehennemin Dibi,22-12-2023,indie-pop,"0,653","0,626","0,587","123,0",2:50
Bir Sevmek Bin Defa Ölmek Demekmiş,3 Hürel,124.728,39,50,Efsane Yeniden,13-06-1996,other,"0,647","0,724","0,452","117,0",5:03
En Dibine Kadar,Dedublüman,2.312.951,69,65,En Dibine Kadar,09-12-2022,huzunlu-pop,"0,51","0,455","0,302","118,0",3:00
Bir Bela,Hande Yener,2.135.132,68,3,Kraliçe,20-05-2013,pop,"0,695","0,754","0,668","116,0",4:33
Acele Etme,Hande Yener,2.135.132,68,62,Aşk Kadın Ruhundan Anlamıyor,04-06-2012,pop,"0,712","0,771","0,627","120,0",5:07
Ne Bu Neşe,Serdar Ortaç,2.382.453,68,56,Ray,11-06-2012,pop,"0,719","0,764","0,708","117,0",3:46
