name,artist,artist_followers,artist_genres,artist_popularity,song_popularity,album,release_date,duration_ms
Seni Buldum Ya,Kaan Boşnak,1145308,turkish pop,56,55,Seni Buldum Ya,2020-10-09,233454
Dünyadan Uzak,Pinhani,2397918,"turkish pop, anatolian rock",61,49,Dünyadan Uzak,2020-03-27,247242
Gökyüzünü Tutamam,Can Koç,75407,turkish pop,46,62,Gökyüzünü Tutamam,2021-07-23,195000
Ne Ay Geceden,Sezer Sarıgöz,261588,"turkish pop, arabesk",55,64,Ne Ay Geceden,2022-01-26,199111
Sen Orda Yoksun,Göksel,1782533,turkish pop,63,66,Sen Orda Yoksun,2015-01-01,241456
Uzaktan,Göksel,1782533,turkish pop,63,68,Bende Bi' Aşk Var,2012-01-09,219872
Bu Böyle,Sertab Erener,2310274,turkish pop,68,59,Rengarenk,2010-06-02,288626
Aşk,Sertab Erener,2310274,turkish pop,68,58,Sertab Erener,1999-03-24,211200
Bir Çaresi Bulunur,Sertab Erener,2310274,turkish pop,68,59,Rengarenk,2010-06-02,216680
Vur Yüreğim,Sertab Erener,2310274,turkish pop,68,50,Sertab Erener,1999-03-24,271533
Söz Bitti,Sertab Erener,2310274,turkish pop,68,51,Turuncu,2001,260453
Rüya,Sertab Erener,2310274,turkish pop,68,54,Lâ'l,1994-10-14,279954
Kız Leyla,Sertab Erener,2310274,turkish pop,68,0,Ben Yaşarım,2020-06-12,241871
Yalnızlık Senfonisi,Sezen Aksu,13986198,"arabesk, turkish pop",74,30,Düş Bahçeleri,1996-07-14,342133
Bir Damla Gözlerimde,Sertab Erener,2310274,turkish pop,68,48,Rengarenk,2010-06-02,238493
Öyle de Güzel,Sertab Erener,2310274,turkish pop,68,40,Sade,2013-04-13,220360
Doktor,Kenan Doğulu,1248329,"turkish pop, t-pop",66,61,Aşka Türlü Şeyler,2012-07-06,212421
Ahu,Mabel Matiz,5450427,turkish pop,67,68,Gök Nerede,2015-02-23,214915
Kumralım,Yaşar,872685,turkish pop,61,72,Divane,1996,210840
Hovarda,Emel Müftüoğlu,145115,turkish pop,47,61,Hovarda,2006-01-01,251868
Sen İstanbul'sun,Gökhan Türkmen,1514692,turkish pop,67,67,En Baştan,2018-06-01,255200
Gel,Mabel Matiz,5450427,turkish pop,67,64,Gök Nerede,2015-02-23,287265
Kupa Kızı Ve Sinek Valesi,Teoman,2632299,"anatolian rock, turkish pop",64,64,Teo,2003-03-05,295066
Bal,Duman,7441445,"anatolian rock, turkish pop",67,59,Belki Alışman Lazım,2002-10-16,313733
Bu Aşk Beni Yorar,Duman,7441445,"anatolian rock, turkish pop",67,45,Duman 1,2010-07-06,249306
Beni Sen İnandır,Pinhani,2397918,"turkish pop, anatolian rock",61,60,Kediköy,2016-01-08,224716
Aşk Durdukça,Yüksek Sadakat,1425388,"turkish pop, anatolian rock",57,60,Katil & Maktül,2008,269386
Yağmur,Bertuğ Cemil,5904,"turkish pop, anatolian rock",28,0,Duygusal Tuzaklar,2006-01-01,322480
Tastamam,Can Bonomo,775072,"turkish pop, anatolian rock",57,58,Bulunmam Gerek,2014-01-01,196629
Müzik Kutusu,Emir Can İğrek,3212805,turkish pop,66,59,Ağır Roman,2018-11-07,174750
Manzaralar,Patron,1259904,turkish hip hop,56,49,"Pmc Legacy, Vol.1",2019-04-04,231862
Kafam Senden Bile Güzel,Kolpa,1040755,turkish pop,57,63,Aşk Ve Hayat Hakkında,2014-01-10,204509
Sen Beni Unutamazsın,emre aydın,1161537,turkish pop,61,63,Sen Beni Unutamazsın,2016-12-09,240476
Herşey Yolunda,Dr. Skull,20657,anatolian rock,17,20,Hershey Yolunda!? (Remastered),1994-06-16,154840
"Zamanın Gözünden, Böl. 3: An",80 Kalibre,6636,anatolian rock,12,0,Zamanın Gözünden,2020-05-26,182500
Toprak,Knight Errant,3241,,13,15,Ruhlarin Buyuk Gocu /The Grand Migration of Souls,2020-06-24,272297
Çocuk Bahçesi,Soul Sacrifice,4120,melodic death metal,11,12,Carpe Mortem,2012-07-20,294533
Dağlarda / Yakanlara,Objektif,11873,anatolian rock,25,25,Künye,2000-09-22,244088
Gecenin Rengi,Yavuz Çetin,163377,"anatolian rock, karadeniz folk",41,0,İlk,1997-11-17,232080
Saklımdasın,Erdal Güney,47479,arabesk,46,58,Aşkiya,2005-01-01,265506
Eftelya,Hakan Yesilyurt,69800,"arabesk, karadeniz folk",37,47,Eftelya,1999-12-23,209745
Oysa Bir Umuttu,Kıraç,674418,"anatolian rock, turkish pop, arabesk",56,51,Aliye (Orijinal Dizi Müzikleri),2006-08-08,144560
Sarılınca Sana,İlhan Şeşen,68896,"turkish pop, arabesk",45,54,Aşk Yalan,2005-02-23,237933
Sevda Değil,Zülfü Livaneli,555492,"anatolian rock, arabesk, turkish pop",48,0,"Bütüneserleri, Vol. 13 (Saat Dört... Yoksun)",2009-11-23,390095
Haberin Var mı?,Manuş Baba,1007512,"turkish pop, arabesk",57,58,Dönersen Islık Çal,2017-04-27,195386
Bizim Hikaye,Çağatay Akman,464648,turkish pop,51,57,Yirmi - Bir,2019-07-31,185710
Yüreğim Davacı,Çağatay Akman,464648,turkish pop,51,60,Yirmi - Bir,2019-07-31,167187
Mecnun,Buray,2083364,turkish pop,63,52,Sahiden,2016-11-11,200272
Koştum Hekime,Burak King,777772,"turkish pop, turkish hip hop",53,0,Koştum Hekime,2017-08-18,215172
Eteği Belinde,Manuş Baba,1007512,"turkish pop, arabesk",57,63,Dönersen Islık Çal,2017-04-27,205798
Ya Bu İşler Ne,Mabel Matiz,5450427,turkish pop,67,64,Maya,2018-06-20,236335
Zalım,Ceylan Ertem,611595,"turkish pop, arabesk",47,50,Zalım,2017-12-11,268207
Gel Sevelim,Ceylan Ertem,611595,"turkish pop, arabesk",47,27,Câhille Sohbeti Kestim,2020-01-17,332534
Gece Gölgenin Rahatına Bak,Çağatay Akman,464648,turkish pop,51,58,Yirmi - Bir,2019-07-31,163960
Türk Marşı,Ceza,5152899,turkish hip hop,63,52,Türk Marşı,2012-11-01,108040
Suspus,Ceza,5152899,turkish hip hop,63,61,Suspus,2015-05-06,248786
Deli,Norm Ender,2087990,turkish hip hop,64,51,Aura,2017-02-03,165088
Şehrimin Tadı,Ezhel,7019237,"turkish hip hop, turkish pop",70,63,Müptezhel,2017-05-25,253450
İmkansızım,Ezhel,7019237,"turkish hip hop, turkish pop",70,67,İmkansızım,2017-11-17,222328
Bazen (feat. Emel),Ezhel,7019237,"turkish hip hop, turkish pop",70,66,Müptezhel,2017-05-25,231007
Benim Stilim,Norm Ender,2087990,turkish hip hop,64,41,Aura,2017-02-03,213996
Kaktüs,Norm Ender,2087990,turkish hip hop,64,59,Aura,2017-02-03,201075
Sertlik Kanında Var Hayatın,Sagopa Kajmer,5376618,"turkish hip hop, rap",69,50,Sertlik Kanında Var Hayatın,2017-04-29,272790
366.Gün,Sagopa Kajmer,5376618,"turkish hip hop, rap",69,60,366.Gün,2017-01-01,235078
Ahmak Islatan,Sagopa Kajmer,5376618,"turkish hip hop, rap",69,55,Ahmak Islatan,2014-03-20,279327
Nilüfer,Müslüm Gürses,9481605,arabesk,69,71,Aşk Tesadüfleri Sever (Mucize ve Buluşma),2006-01-01,258159
Böyle Kahpedir Dünya,Gripin,1634823,"turkish pop, anatolian rock",61,55,Gripin,2007,262079
Paramparça,Teoman,2632299,"anatolian rock, turkish pop",64,60,17,2000-04-28,232533
Giderdi Hoşuma,Yaşlı Amca,1675746,,57,54,Akşamüstü,2017-09-01,220530
Geçemem Senden,İkilem,357546,turkish pop,55,48,Geçemem Senden,2022-05-06,207954
Kaybolurum Gülüşünde,İkilem,357546,turkish pop,55,61,Kaybolurum Gülüşünde,2021-04-09,201818
Bir Sebebi Var,İkilem,357546,turkish pop,55,61,Bir Sebebi Var,2020-10-09,210374
Seni Çok Özlüyorum,Tuğkan,1424833,turkish pop,57,59,Seni Çok Özlüyorum,2020-05-15,169469
O Ben Olamam,Mavi Gri,1681202,turkish pop,61,42,O Ben Olamam,2020-01-16,319270
Koptu İpim Düşüyorum,İkiye On Kala,1255300,turkish pop,53,52,Yaka Faça,2018-11-09,222123
Keder,Yaşlı Amca,1675746,,57,51,Yaşlı Amca,2020-01-10,254226
Neden Diye Sorma,Madrigal,1598773,turkish pop,61,52,Neden Diye Sorma,2015-03-11,237125
Ah Benim Hayatım,Adamlar,2217051,anatolian rock,62,53,Rüyalarda Buruşmuşuz,2016-10-27,237563
Kadın,Kubilay Karça,614661,"turkish hip hop, arabesk, turkish pop",58,44,Mücevher,2019-08-09,118476
Ölebilirim,Pera,786489,,55,0,Ölebilirim,2019-11-01,232705
Sar Bu Şehri - Akustik,Canozan,770334,,64,64,Dolunay,2018-11-16,204330
Seni Kırmışlar,Kubilay Karça,614661,"turkish hip hop, arabesk, turkish pop",58,58,Sen Böyle Değildin,2022-05-13,173250
Marlon Brando,Zeynep Bastık,2462361,"turkish pop, turkish hip hop",64,58,Zeynodisco,2021-05-21,210639
Bi' Tek Ben Anlarım,KÖFN,941760,turkish pop,53,59,Bi' Tek Ben Anlarım,2022-03-18,196250
Dip,Madrigal,1598773,turkish pop,61,65,Neogazino,2021-04-09,223950
Ben Ölürsem,Toygar Işıklı,437790,,63,48,Yargı (Music From The Original Tv Series),2022-01-11,266473
Bana Unutmayı Anlat,Cem Adrian,3757762,"arabesk, turkish pop",63,50,Bana Unutmayı Anlat,2022-04-29,192166
Çatı Katı,Gökhan Türkmen,1514692,turkish pop,67,66,En Baştan,2018-06-01,268280
Haydi Gel Benimle Ol,Sezen Aksu,13986198,"arabesk, turkish pop",74,49,Sen Ağlama,1984-09-06,271618
Sigara,Müslüm Gürses,9481605,arabesk,69,67,Yalan Dünya,2010-01-01,311240
GECELERİN DERDİ,BEGE,861553,turkish hip hop,56,0,BEGEFENDİ,2021-01-29,157220
Bu İş Bitmiş,Melek Mosso,1616915,"arabesk, turkish pop, turkish hip hop",59,0,Bu İş Bitmiş,2022-07-01,219622
velhasıl,Sıla,2350187,"turkish pop, arabesk",65,36,şarkıcı,2022-05-20,177870
Dünya Fani,cakal,3047330,"turkish hip hop, drill",66,53,Dünya Fani,2022-06-17,116572
Buz,Soner Sarıkabadayı,1085317,"turkish pop, t-pop",60,56,Buz,2020-12-23,265512
Mey,Model,1759049,"turkish pop, anatolian rock",64,70,Mey,2016-03-14,287118
İntihaşk,Onur Can Özcan,1557352,"turkish pop, arabesk",57,64,Yaramızda Kalsın,2018-07-27,192500
Beni Hatırladın mı,Cem Adrian,3757762,"arabesk, turkish pop",63,54,Tuz Buz,2017-11-13,243227
Toprak Yağmura - Akustik,Canozan,770334,,64,68,Dolunay,2018-11-16,236905
Ölsem,Sena Şener,861347,turkish pop,60,57,Ölsem,2019-03-07,214096
Yara,Kalben,1219649,turkish pop,63,70,Sonsuza Kadar,2017-11-06,213812
Ama Bana Bakma Öyle,VAGON,32816,,44,0,Mayıs Rüzgarı,2020-03-21,274000
Aklımda Biri Var,Belki Biraz,20833,,41,0,Modafinil,2020-01-17,157624
Sadece,Kalben,1219649,turkish pop,63,67,Kalben,2016-02-05,175996
Karbeyaz,Sertab Erener,2310274,turkish pop,68,56,Kırık Kalpler Albümü,2016-06-03,265820
İncelikler,Sertab Erener,2310274,turkish pop,68,50,Sertab Gibi,1997-03-21,328360
Lal,Sertab Erener,2310274,turkish pop,68,44,Lâ'l,1994-10-14,217469
Yalnızlık Senfonisi,Sertab Erener,2310274,turkish pop,68,43,Sakin Ol,1992-09-28,359240
"Aşk Ölmez, Biz Ölürüz",Sertab Erener,2310274,turkish pop,68,28,The Best of Sertab Erener,2007-03-09,271346
Bir Varmışım Bir Yokmuşum,Sertab Erener,2310274,turkish pop,68,35,Rengarenk,2010-06-02,197293
Porselen Kalbim,Sena Şener,861347,turkish pop,60,59,Porselen Kalbim,2022-03-11,315600
Olmazlara İnat,Berkay Altunyay,211864,turkish pop,52,63,Olmazlara İnat,2021-08-27,169419
Diğer Yarım,ATE,79230,"turkish hip hop, turkish pop",47,62,Diğer Yarım,2022-07-08,142853
Gül,Cem Adrian,3757762,"arabesk, turkish pop",63,29,Gül,2022-04-01,218024
HARMAN,BEGE,861553,turkish hip hop,56,0,BEGEFENDİ,2021-01-29,140687
Affet Beni Sevgilim,Ege Balkiz,19567,"turkish pop, turkish hip hop",43,0,Affet Beni Sevgilim,2021-07-16,166122
O Bi Karamel,Ozbi,568113,"turkish hip hop, turkish pop",56,0,Dünya'm 20:24,2020-08-07,197700
Hayatım Kaymış,Melek Mosso,1616915,"arabesk, turkish pop, turkish hip hop",59,0,Hayatım Kaymış,2021-08-13,246317
Kış Bahçeleri,Buray,2083364,turkish pop,63,63,Kehanet,2018-10-19,182762
Aşk,Gökhan Türkmen,1514692,turkish pop,67,60,Romantik,2020-11-19,224851
Bu Şarkı Aşka Yazıldı,Cem Adrian,3757762,"arabesk, turkish pop",63,28,Bu Şarkı Aşka Yazıldı,2020-04-27,250000
Ölebilirim,Bedo,399832,"turkish hip hop, turkish pop",59,60,Ölebilirim,2020-11-06,229421
Meyhaneler Sen...,Gece Yolcuları,818226,"turkish pop, anatolian rock",48,60,Neden?,2013-01-01,278640
Muhtemel Aşk,yirmi7,270647,turkish pop,51,62,Muhtemel Aşk,2015-12-18,276666
Altüst Olmuşum,Mavi Gri,1681202,turkish pop,61,68,Altüst Olmuşum,2020-09-04,202424
Yan Benimle,Sıla,2350187,"turkish pop, arabesk",65,67,Mürekkep,2016-06-03,283032
Saydim,Ogün Sanlısoy,312167,"anatolian rock, turkish pop",49,63,O Gun,2004-04-01,251360
Birader,Heijan,2079510,"turkish hip hop, turkish pop",62,0,Birader,2022-04-01,204553
Yıllar Utansın,Müslüm Gürses,9481605,arabesk,69,53,Mahsun Kul,2002-10-25,406773
Alışamadım,Sibel Bilgiç,38082,"arabesk, turkish pop",43,61,Alışamadım,1996-10-23,298893
Endamın Yeter,Kıraç,674418,"anatolian rock, turkish pop, arabesk",56,61,Zaman,2001-11-30,204474
Yağmurlar,Şebnem Ferah,2560933,"anatolian rock, turkish pop",71,74,Kadın,2013-01-01,306967
Ahtapotlar,Zakkum,1223721,"turkish pop, arabesk, anatolian rock",56,48,Zehr-i Zakkum,2007-01-01,242746
Endamın Yeter,Kıraç,674418,"anatolian rock, turkish pop, arabesk",56,61,Zaman,2001-11-30,204474
İstemem Söz Sevmeni,Ferman Akgül,100403,turkish pop,41,1,Yürüyorum İçimde,2017-03-24,214013
Yak Bizi,Whisky,20209,anatolian rock,17,22,Güneşin Tahtı,1996-01-01,284995
Tek Başına,Kramp,22617,anatolian rock,22,30,İstanbul Sokakları,1998-09-04,277093
İstanbul Sokakları,Kramp,22617,anatolian rock,22,23,İstanbul Sokakları,1998-09-04,359706
Loş Akşamlar,Objektif,11873,anatolian rock,25,23,Künye,2000-09-22,317370
Ögret Bana,Diken,8977,anatolian rock,16,24,Hedef Büyük,1998-05-04,264133
Zor Güzel,Kurban,156554,anatolian rock,42,29,İnsanlar,2005-01-01,251982
İnsanlar,Kurban,156554,anatolian rock,42,39,İnsanlar,2005-01-01,307664
Lan N'oldu,Kramp,22617,anatolian rock,22,26,Lan N'oldu,1996-06-04,395640
Eve Dönüyorum,80 Kalibre,6636,anatolian rock,12,6,Miras,2018-08-15,316666
Ayna,Whisky,20209,anatolian rock,17,13,Güneşin Tahtı,1996-01-01,288809
Kan,Pois,19608,turkish hip hop,44,46,Yüreğime Dokunma,2021-11-26,180060
Ölümle Yaşam Arasında,Mavi Gri,1681202,turkish pop,61,62,Ölümle Yaşam Arasında,2022-07-29,176052
Beyoğlu,Emir Can İğrek,3212805,turkish pop,66,44,Beyoğlu,2022-10-07,148402
Seni Rastgele Sevmedim,Zakkum,1223721,"turkish pop, arabesk, anatolian rock",56,58,Seni Rastgele Sevmedim,2022-06-24,160554
kördüğüm,Sefo,2993492,"turkish hip hop, turkish pop",67,0,kördüğüm,2022-08-19,166053
facia,Emir Can İğrek,3212805,turkish pop,66,49,facia,2022-07-22,145212
Nasır,Melike Şahin,1849859,"turkish pop, arabesk",65,2,Merhem,2021-02-26,270000
Adamım,Kader,20041,"turkish pop, arabesk",38,54,Adamım,1999-01-28,239560
Selamı Var,Sakiler,522782,"turkish pop, arabesk",57,47,Selamı Var,2021-05-21,198258
Aşk Bir Mevsim,Pinhani,2397918,"turkish pop, anatolian rock",61,57,Küçük Bir Evde,2021-04-30,328266
İyi Değilim Ben,Pinhani,2397918,"turkish pop, anatolian rock",61,53,Yollar Bizi Bekler,2019-02-15,249500
Yaşıyorum Sil Baştan,Ari Barokas,95503,anatolian rock,45,49,Lafıma Gücenme,2018-02-07,199466
Yangın Var,Ari Barokas,95503,anatolian rock,45,31,Lafıma Gücenme,2018-02-07,300000
Nafile,Ari Barokas,95503,anatolian rock,45,36,Lafıma Gücenme,2018-02-07,235093
Agah Makamı (Şahsiyet Orijinal Dizi Müzikleri) (feat. Rubato),Haluk Bilginer,5083,"turkish pop, arabesk, karadeniz folk, anatolian rock",30,30,Agah Makamı (Şahsiyet Orijinal Dizi Müzikleri) (feat. Rubato),2018-04-10,139988
75 Lira - Çıplak Ayaklar Stüdyosu 2013,Büyük Ev Ablukada,349247,,51,30,Ay Şuram Hâlâ Ağrıyo,2017-01-20,184064
Babildeki Bahçe,Ozbi,568113,"turkish hip hop, turkish pop",56,0,Rakılı Live 1. Seri,2016-10-07,274090
Dert Bende,Ferdi Özbeğen,274779,"arabesk, anatolian rock, turkish pop",61,45,Piyanist,1986,227266
Gavurlar,Ari Barokas,95503,anatolian rock,45,47,Lafıma Gücenme,2018-02-07,248490
Birşey Yapmalı,Moğollar,229734,"anatolian rock, oyun havasi",38,39,Dört Renk,1996-06-24,194403
Saklı Düşler,Cengiz Kurtoğlu,1502994,arabesk,60,57,Saklı Düşler,2014-09-02,263337
Acının İlacı,Adamlar,2217051,anatolian rock,62,60,Rüyalarda Buruşmuşuz,2016-10-27,287317
Sarılırım Birine,Adamlar,2217051,anatolian rock,62,67,Dünya Günlükleri,2019-04-12,393431
Uzunlar - V2,Evdeki Saat,478427,turkish pop,51,50,Uzunlar,2020-02-14,262588
Ne Zamandır Sendeyim,Madrigal,1598773,turkish pop,61,60,Neogazino,2021-04-09,201967
Çok Zaman Geçti Ardından,Pinhani,2397918,"turkish pop, anatolian rock",61,41,Küçük Bir Evde,2021-04-30,237802
Rüyalarda Buruşmuşum,Adamlar,2217051,anatolian rock,62,60,Rüyalarda Buruşmuşuz,2016-10-27,211533
Kelebekler,Madrigal,1598773,turkish pop,61,54,Kelebekler,2019-12-04,247129
Uyursam Geçer Mi?,Eskitilmiş Yaz,80041,,38,52,Kıyılara,2020-04-17,276847
Deme,Derya Bedavacı,799849,"arabesk, turkish pop",63,2,Deme,2019-10-24,201717
Kır Çiçeğim,Mavi Gri,1681202,turkish pop,61,42,Kır Çiçeğim,2021-04-28,259194
Yerle Bir Olurum,Mavi Gri,1681202,turkish pop,61,51,Yerle Bir Olurum,2021-08-27,199287
Zalim,Levent Yüksel,391681,turkish pop,54,56,Levent Yüksel'in 2. Cd'si,1996-01-10,278960
Aldırma Deli Gönlüm,Sertab Erener,2310274,turkish pop,68,55,Sakin Ol,1992-09-28,271933
Sevdam Ağlıyor,Sertab Erener,2310274,turkish pop,68,61,Lâ'l,1994-10-14,213028
Arnavut Kaldirimi,Demet Sağıroğlu,120357,turkish pop,43,58,Kınalı Bebek,1994-10-25,292426
Sarı Laleler,MFÖ,1176742,"anatolian rock, turkish pop",53,57,Agu,2006-04-07,200320
Eyvah Neye Yarar,İbrahim Tatlıses,2952144,"arabesk, oyun havasi, turkish pop",67,5,Bayar Halk Konserleri,1988-12-23,262124
Oy Asiye (Laz Ziya),Reyoss,7,,0,0,Oy Asiye (Laz Ziya),2023-03-20,354168
Çökertme,RaiderXD,2990,arabesk,33,0,Kardaşlar - Çökertme,2023-01-15,268632
Küllenen Aşk - Slowed & Reverb,th1nk,129,,0,0,Küllenen Aşk (Slowed & Reverb),2023-03-01,355813
Sandığımdan Herkes Babam Gibi Gülecek,Farazi,186215,turkish hip hop,55,52,Hayalet Islığı (Instrumentals),2013-09-13,220909
Miras (Live),Melike Şahin,1849859,"turkish pop, arabesk",65,0,Harbiye 2022 (Live),2023-03-24,221226
Bedelini Ödedim (Live),Melike Şahin,1849859,"turkish pop, arabesk",65,0,Harbiye 2022 (Live),2023-03-24,264223
Pusulam Rüzgar,Melike Şahin,1849859,"turkish pop, arabesk",65,60,Pusulam Rüzgar,2021-09-24,248755
Firuze (Live @ Harbiye Açık Hava Tiyatrosu),Melike Şahin,1849859,"turkish pop, arabesk",65,0,Merhem: İlk Konserler (Live),2022-02-25,234686
Tutuşmuş Beraber,Melike Şahin,1849859,"turkish pop, arabesk",65,61,Tutuşmuş Beraber,2018-09-07,279127
Deli Kan,Melike Şahin,1849859,"turkish pop, arabesk",65,59,Deli Kan,2017-11-17,248480
BEDELİNİ ÖDEDİM,Melike Şahin,1849859,"turkish pop, arabesk",65,0,Merhem,2021-02-26,225692
Geri Ver,Melike Şahin,1849859,"turkish pop, arabesk",65,55,Geri Ver,2020-02-07,266620
Kara Orman,Melike Şahin,1849859,"turkish pop, arabesk",65,51,Kara Orman,2019-09-06,235488
Ellerin Hani?,Melike Şahin,1849859,"turkish pop, arabesk",65,0,Ellerin Hani?,2023-01-13,185454
Olur Mu,Gazapizm,4185952,"turkish hip hop, turkish pop",63,63,Olur Mu,2022-10-21,209829
Unutulanlar,Farazi,186215,turkish hip hop,55,57,Hayalet Islığı (Instrumentals),2013-09-13,200000
Yarım Kalan Sigara,No.1,3632674,turkish hip hop,66,67,Kron1k,2021-03-21,183612
Alışamadım - Speed Up,artex,296,,0,0,Alışamadım (Speed Up),2022-12-28,211974
Yalan,Ari Barokas,95503,anatolian rock,45,48,Lafıma Gücenme,2018-02-07,227349
Ömrümüz Yine Geçiyor,Ari Barokas,95503,anatolian rock,45,48,Lafıma Gücenme,2018-02-07,185450
Yalnızlık Kanında Var,Ari Barokas,95503,anatolian rock,45,47,Lafıma Gücenme,2018-02-07,228266
Bir Seher Vaktinde,Siyasiyabend,35005,anatolian rock,33,36,Bir Seher Vaktinde,2021-12-03,260519
Kendimden Geçtim Ama,Hariçten Gazelciler,4867,anatolian rock,15,24,Hariçten Gazelciler 2,2013-04-05,182000
Beyni Yok,Ari Barokas,95503,anatolian rock,45,35,Lafıma Gücenme,2018-02-07,160917
Okyanus,Adamlar,2217051,anatolian rock,62,0,Harekete kimse mâni olamaz. Part II,2023-01-20,238143
Salaksın,Ari Barokas,95503,anatolian rock,45,44,Lafıma Gücenme,2018-02-07,312106
Halim Yok,Peyk,94003,,43,38,Halim Yok,2016-10-19,227653
Peyk,Peyk,94003,,43,37,Peyk,2020-09-28,256065
Felekten Saadet Çalınmaz,Ari Barokas,95503,anatolian rock,45,40,Bu Toprak Senin,2022-12-16,238000
Boşver - 2020 Remastered,Redd,386677,anatolian rock,58,41,Gecenin Fişi Yok (Akustik),2008-01-15,272653
Hayyyam,Siyasiyabend,35005,anatolian rock,33,38,Hayyyam,2020-10-15,410592
Egotango,Ari Barokas,95503,anatolian rock,45,41,Lafıma Gücenme,2018-02-07,343392
Koleler Ve Kilitler,Peyk,94003,,43,38,Koleler Ve Kilitler,2017-02-01,247870
Vazgeçtim Senden,Mavi Gri,1681202,turkish pop,61,38,Vazgeçtim Senden,2023-03-03,157758
Melekler,Sibel Can,1728559,"arabesk, turkish pop",61,55,Özledin Mi?,2005-02-24,286760
Yalanı Bırak,Sakiler,522782,"turkish pop, arabesk",57,58,Yalanı Bırak,2022-11-11,177751
Dön Ne Olur,Ebru Gündeş,4182393,"arabesk, turkish pop",72,57,Dön Ne Olur,1999-12-21,299866
Fırtınadayım,Mabel Matiz,5450427,turkish pop,67,65,Maya,2018-06-20,262165
